Gas Viscosity (Pa*s),1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82719e-005,1.82767e-005,1.82815e-005,1.82863e-005,1.82911e-005,1.82958e-005,1.83006e-005,1.83054e-005,1.83102e-005,1.83149e-005,1.83149e-005,1.83197e-005,1.83197e-005,1.83245e-005,1.83245e-005,1.83293e-005,1.83293e-005,1.83340e-005,1.83340e-005,1.83388e-005,1.83388e-005,1.83436e-005,1.83436e-005,1.83436e-005,1.83436e-005,1.83484e-005,1.83484e-005,1.83484e-005,1.83531e-005,1.83531e-005,1.83531e-005,1.83531e-005,1.83579e-005,1.83579e-005
Diameter Midpoint (nm)
105.5,0.017,0.016,0.016,0.016,0.017,0.014,0.016,0.015,0.017,0.015,0.015,0.017,0.018,0.013,0.007,0.003,0.001,0.001,0.001,0.000,0.205,1.032,1.746,1.738,1.636,1.563,0.994,0.445,0.203,0.098,0.048,0.022,0.012,0.571,1.347,1.987,1.897,1.819,1.711,0.953,0.423,0.200,0.096,0.050,0.022,0.012
109.4,0.017,0.017,0.016,0.015,0.016,0.015,0.019,0.017,0.017,0.017,0.018,0.017,0.017,0.013,0.006,0.003,0.001,0.001,0.001,0.001,0.225,1.074,1.884,1.893,1.803,1.695,1.067,0.483,0.227,0.105,0.049,0.024,0.009,0.608,1.472,2.148,2.032,1.937,1.872,1.014,0.458,0.218,0.107,0.047,0.023,0.013
113.4,0.017,0.017,0.017,0.017,0.019,0.017,0.016,0.016,0.015,0.019,0.020,0.016,0.019,0.015,0.006,0.003,0.002,0.001,0.001,0.000,0.250,1.193,2.082,2.052,1.922,1.837,1.160,0.517,0.244,0.113,0.051,0.023,0.013,0.654,1.610,2.279,2.212,2.097,2.059,1.104,0.484,0.234,0.108,0.051,0.027,0.016
117.6,0.020,0.018,0.017,0.016,0.019,0.018,0.020,0.018,0.018,0.017,0.018,0.019,0.020,0.016,0.006,0.003,0.002,0.001,0.001,0.000,0.277,1.265,2.293,2.244,2.094,1.971,1.258,0.580,0.261,0.114,0.057,0.026,0.014,0.724,1.745,2.526,2.438,2.325,2.237,1.194,0.534,0.252,0.125,0.055,0.029,0.016
121.9,0.024,0.019,0.019,0.020,0.020,0.017,0.021,0.020,0.020,0.019,0.020,0.019,0.020,0.015,0.009,0.004,0.001,0.001,0.001,0.000,0.334,1.384,2.475,2.371,2.260,2.184,1.369,0.594,0.277,0.129,0.067,0.027,0.016,0.805,1.888,2.704,2.613,2.451,2.373,1.297,0.571,0.266,0.123,0.063,0.030,0.013
126.3,0.021,0.021,0.021,0.018,0.021,0.018,0.022,0.021,0.022,0.020,0.019,0.019,0.022,0.015,0.009,0.003,0.003,0.001,0.000,0.000,0.352,1.494,2.627,2.584,2.464,2.364,1.483,0.652,0.307,0.140,0.071,0.033,0.019,0.874,2.041,2.940,2.809,2.685,2.581,1.398,0.630,0.290,0.141,0.063,0.031,0.020
131.0,0.020,0.022,0.024,0.020,0.022,0.020,0.022,0.020,0.021,0.021,0.023,0.021,0.023,0.014,0.008,0.004,0.002,0.002,0.001,0.001,0.417,1.646,2.825,2.736,2.652,2.523,1.580,0.711,0.323,0.146,0.076,0.032,0.018,0.970,2.220,3.202,3.034,2.922,2.844,1.513,0.659,0.322,0.147,0.069,0.032,0.022
135.8,0.026,0.023,0.022,0.024,0.023,0.025,0.023,0.021,0.023,0.023,0.021,0.024,0.021,0.017,0.007,0.005,0.003,0.001,0.000,0.001,0.485,1.822,3.059,2.949,2.831,2.764,1.690,0.784,0.355,0.152,0.075,0.039,0.020,1.078,2.338,3.371,3.286,3.113,3.032,1.607,0.723,0.336,0.158,0.069,0.040,0.016
140.7,0.022,0.020,0.023,0.023,0.023,0.022,0.020,0.023,0.023,0.020,0.025,0.023,0.020,0.018,0.009,0.004,0.002,0.001,0.000,0.001,0.502,1.973,3.312,3.253,3.065,2.986,1.823,0.818,0.365,0.164,0.084,0.041,0.021,1.198,2.506,3.619,3.460,3.345,3.293,1.725,0.766,0.350,0.166,0.082,0.042,0.023
145.9,0.025,0.024,0.021,0.025,0.021,0.024,0.026,0.023,0.021,0.022,0.027,0.023,0.023,0.017,0.008,0.004,0.002,0.001,0.001,0.000,0.516,2.093,3.469,3.464,3.256,3.139,1.960,0.853,0.394,0.171,0.083,0.040,0.021,1.302,2.649,3.838,3.780,3.552,3.481,1.837,0.819,0.387,0.172,0.090,0.043,0.024
151.2,0.026,0.029,0.026,0.021,0.023,0.026,0.023,0.027,0.023,0.022,0.022,0.029,0.025,0.015,0.008,0.004,0.002,0.001,0.001,0.001,0.540,2.295,3.711,3.674,3.491,3.350,2.076,0.922,0.424,0.191,0.098,0.041,0.025,1.407,2.890,4.137,4.039,3.840,3.771,1.982,0.852,0.407,0.186,0.086,0.044,0.025
156.8,0.029,0.023,0.028,0.024,0.029,0.028,0.029,0.025,0.025,0.023,0.031,0.028,0.025,0.019,0.008,0.005,0.004,0.002,0.001,0.000,0.557,2.449,3.995,3.936,3.725,3.610,2.182,0.986,0.448,0.210,0.100,0.047,0.029,1.465,3.049,4.400,4.202,4.084,3.906,2.108,0.933,0.444,0.197,0.086,0.045,0.024
162.5,0.028,0.022,0.027,0.028,0.027,0.030,0.022,0.024,0.025,0.025,0.027,0.022,0.032,0.020,0.009,0.005,0.002,0.002,0.000,0.001,0.589,2.615,4.267,4.155,3.959,3.866,2.295,1.035,0.476,0.211,0.102,0.049,0.026,1.610,3.262,4.624,4.484,4.321,4.198,2.197,0.975,0.451,0.217,0.096,0.050,0.025
168.5,0.030,0.024,0.030,0.026,0.027,0.032,0.026,0.032,0.029,0.021,0.028,0.027,0.024,0.019,0.009,0.005,0.003,0.002,0.001,0.001,0.711,2.748,4.519,4.348,4.211,4.108,2.450,1.124,0.509,0.234,0.107,0.049,0.029,1.733,3.511,4.884,4.732,4.599,4.522,2.306,1.063,0.474,0.228,0.108,0.055,0.028
174.7,0.029,0.027,0.030,0.034,0.028,0.032,0.026,0.032,0.025,0.035,0.032,0.029,0.028,0.019,0.012,0.004,0.003,0.001,0.001,0.001,0.837,2.832,4.796,4.603,4.452,4.306,2.556,1.199,0.548,0.243,0.116,0.058,0.029,1.866,3.663,5.153,5.017,4.861,4.706,2.393,1.081,0.505,0.234,0.120,0.045,0.032
181.1,0.029,0.027,0.029,0.028,0.026,0.027,0.026,0.030,0.025,0.030,0.029,0.029,0.026,0.016,0.012,0.003,0.003,0.002,0.001,0.000,0.885,3.035,5.180,4.847,4.742,4.543,2.690,1.203,0.575,0.254,0.129,0.056,0.026,1.915,3.845,5.447,5.304,5.084,4.950,2.584,1.173,0.545,0.245,0.117,0.065,0.028
187.7,0.029,0.031,0.028,0.032,0.030,0.031,0.033,0.031,0.027,0.023,0.027,0.024,0.023,0.017,0.007,0.005,0.003,0.002,0.000,0.001,0.922,3.189,5.222,5.208,4.997,4.894,2.870,1.323,0.591,0.266,0.109,0.057,0.033,2.050,4.100,5.848,5.627,5.376,5.276,2.686,1.227,0.564,0.259,0.122,0.064,0.033
194.6,0.026,0.033,0.023,0.027,0.025,0.023,0.025,0.024,0.027,0.028,0.027,0.028,0.022,0.021,0.006,0.005,0.001,0.001,0.001,0.000,0.980,3.321,5.601,5.375,5.087,5.047,2.978,1.394,0.582,0.264,0.118,0.062,0.028,2.163,4.299,6.016,5.885,5.654,5.589,2.703,1.248,0.579,0.279,0.132,0.067,0.031
201.7,0.027,0.033,0.025,0.025,0.027,0.024,0.025,0.031,0.026,0.028,0.027,0.023,0.022,0.016,0.007,0.004,0.001,0.000,0.000,0.001,1.079,3.548,5.809,5.613,5.357,5.323,3.116,1.446,0.635,0.307,0.145,0.055,0.033,2.230,4.471,6.385,6.046,5.890,5.774,2.798,1.344,0.613,0.308,0.139,0.069,0.036
209.1,0.026,0.022,0.023,0.028,0.027,0.021,0.026,0.025,0.030,0.023,0.023,0.031,0.028,0.012,0.009,0.004,0.001,0.001,0.001,0.000,1.130,3.656,6.113,5.840,5.821,5.386,3.209,1.426,0.671,0.282,0.144,0.058,0.025,2.196,4.748,6.565,6.460,6.223,5.958,2.927,1.354,0.628,0.290,0.140,0.074,0.033
216.7,0.028,0.031,0.019,0.023,0.026,0.020,0.028,0.023,0.020,0.023,0.019,0.022,0.022,0.013,0.008,0.005,0.004,0.000,0.000,0.000,1.255,3.848,6.326,6.150,5.819,5.672,3.362,1.526,0.672,0.324,0.139,0.065,0.028,2.381,4.898,6.807,6.673,6.431,6.280,3.140,1.382,0.651,0.309,0.127,0.069,0.032
224.7,0.031,0.029,0.025,0.025,0.023,0.028,0.024,0.023,0.024,0.024,0.019,0.019,0.031,0.015,0.008,0.006,0.003,0.000,0.001,0.001,1.336,4.000,6.627,6.270,6.152,6.050,3.412,1.523,0.744,0.298,0.137,0.071,0.029,2.384,5.109,7.152,6.892,6.637,6.488,3.279,1.430,0.697,0.325,0.152,0.071,0.032
232.9,0.018,0.020,0.019,0.018,0.019,0.021,0.023,0.019,0.019,0.020,0.025,0.022,0.021,0.016,0.003,0.004,0.003,0.001,0.001,0.000,1.444,4.269,6.784,6.545,6.346,6.191,3.464,1.599,0.710,0.321,0.160,0.075,0.039,2.403,5.257,7.490,7.095,6.874,6.834,3.309,1.493,0.673,0.331,0.171,0.074,0.040
241.4,0.020,0.026,0.028,0.027,0.026,0.015,0.021,0.015,0.015,0.017,0.022,0.025,0.023,0.015,0.005,0.002,0.002,0.003,0.000,0.000,1.559,4.271,6.943,6.894,6.621,6.370,3.577,1.576,0.771,0.345,0.170,0.070,0.030,2.503,5.575,7.643,7.387,7.268,7.009,3.426,1.572,0.724,0.328,0.155,0.085,0.040
250.3,0.016,0.023,0.017,0.021,0.025,0.027,0.025,0.021,0.020,0.025,0.022,0.017,0.021,0.014,0.004,0.004,0.001,0.003,0.000,0.001,1.587,4.523,7.176,7.012,6.827,6.754,3.590,1.677,0.749,0.374,0.154,0.078,0.038,2.702,5.806,7.789,7.675,7.488,7.294,3.390,1.556,0.708,0.355,0.157,0.076,0.038
259.5,0.022,0.019,0.021,0.016,0.020,0.024,0.025,0.019,0.016,0.012,0.017,0.020,0.018,0.010,0.004,0.004,0.001,0.000,0.000,0.001,1.668,4.658,7.397,7.327,7.155,6.794,3.797,1.637,0.781,0.327,0.160,0.084,0.028,2.839,6.040,8.149,8.006,7.610,7.596,3.576,1.642,0.692,0.339,0.166,0.087,0.043
269.0,0.015,0.028,0.018,0.016,0.022,0.018,0.010,0.013,0.017,0.018,0.018,0.020,0.018,0.010,0.003,0.004,0.001,0.001,0.001,0.001,1.724,4.773,7.493,7.456,7.152,6.934,3.810,1.676,0.805,0.348,0.163,0.077,0.029,2.795,6.129,8.301,7.895,7.661,7.447,3.532,1.644,0.727,0.342,0.160,0.095,0.034
278.8,0.017,0.023,0.015,0.010,0.013,0.013,0.014,0.026,0.027,0.011,0.011,0.016,0.014,0.016,0.004,0.000,0.001,0.001,0.000,0.000,1.783,5.053,7.720,7.718,7.471,7.072,3.887,1.666,0.831,0.369,0.160,0.078,0.045,3.050,6.329,8.436,8.131,7.947,7.654,3.730,1.620,0.754,0.373,0.183,0.091,0.028
289.0,0.013,0.012,0.020,0.017,0.022,0.013,0.023,0.017,0.011,0.013,0.011,0.008,0.008,0.007,0.005,0.002,0.001,0.001,0.000,0.000,1.905,5.285,7.945,7.741,7.494,7.254,3.937,1.722,0.838,0.382,0.175,0.070,0.046,3.100,6.539,8.699,8.385,8.181,7.697,3.486,1.596,0.797,0.354,0.149,0.063,0.035
299.6,0.020,0.013,0.014,0.009,0.024,0.013,0.008,0.011,0.012,0.012,0.018,0.020,0.015,0.012,0.005,0.000,0.001,0.000,0.001,0.000,1.950,5.554,8.399,7.778,7.623,7.423,3.977,1.849,0.815,0.347,0.168,0.071,0.038,3.243,6.543,8.807,8.434,8.376,8.120,3.664,1.675,0.831,0.315,0.172,0.064,0.026
310.6,0.009,0.006,0.012,0.026,0.011,0.015,0.013,0.013,0.013,0.009,0.011,0.016,0.007,0.002,0.005,0.000,0.002,0.000,0.000,0.000,2.055,5.590,8.478,8.160,8.026,7.554,3.932,1.720,0.800,0.423,0.155,0.091,0.021,3.110,6.933,8.882,8.722,8.302,7.960,3.739,1.709,0.762,0.390,0.168,0.082,0.026
322.0,0.015,0.021,0.014,0.015,0.021,0.011,0.009,0.017,0.019,0.010,0.014,0.014,0.013,0.005,0.003,0.002,0.002,0.000,0.000,0.000,2.058,5.921,8.756,8.190,8.192,7.781,4.022,1.745,0.913,0.329,0.159,0.076,0.040,3.368,6.805,8.989,8.512,8.469,8.242,3.871,1.790,0.760,0.348,0.173,0.072,0.034
333.8,0.027,0.019,0.008,0.007,0.005,0.006,0.011,0.007,0.013,0.011,0.012,0.025,0.005,0.002,0.002,0.000,0.000,0.000,0.000,0.000,2.177,5.729,8.751,8.284,7.926,7.761,4.236,2.000,0.877,0.363,0.184,0.083,0.036,3.341,6.965,9.415,8.560,8.285,8.417,3.738,1.760,0.713,0.374,0.210,0.072,0.028
346.0,0.008,0.011,0.013,0.007,0.004,0.010,0.003,0.014,0.019,0.007,0.004,0.014,0.005,0.003,0.007,0.000,0.002,0.000,0.002,0.000,2.382,6.093,8.835,8.353,7.980,7.635,4.249,1.865,0.824,0.347,0.183,0.098,0.031,3.512,6.907,9.444,8.772,8.275,8.175,3.803,1.667,0.763,0.344,0.148,0.098,0.045
358.7,0.004,0.004,0.009,0.015,0.015,0.012,0.012,0.006,0.005,0.005,0.012,0.005,0.012,0.007,0.002,0.000,0.005,0.000,0.000,0.000,2.197,6.275,8.834,8.826,8.248,8.015,4.197,1.848,0.852,0.340,0.203,0.097,0.038,3.423,7.295,8.969,8.755,8.563,8.109,3.827,1.732,0.728,0.311,0.141,0.064,0.036
371.8,0.005,0.014,0.018,0.002,0.008,0.017,0.002,0.008,0.003,0.006,0.006,0.007,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.309,6.296,8.573,8.500,8.031,7.799,3.970,1.788,0.818,0.379,0.127,0.085,0.056,3.845,7.249,8.966,8.860,8.287,8.307,3.588,1.629,0.745,0.346,0.135,0.086,0.040
385.4,0.000,0.016,0.003,0.005,0.006,0.003,0.002,0.016,0.016,0.010,0.006,0.000,0.001,0.006,0.003,0.003,0.000,0.000,0.000,0.003,2.372,6.191,8.924,8.391,7.943,7.546,3.827,1.745,0.795,0.334,0.183,0.098,0.047,3.772,7.313,9.035,8.676,8.205,8.123,3.598,1.697,0.716,0.325,0.144,0.068,0.013
399.5,0.011,0.009,0.004,0.000,0.004,0.000,0.000,0.005,0.018,0.007,0.004,0.007,0.005,0.000,0.000,0.004,0.000,0.000,0.000,0.000,2.337,6.275,8.893,8.511,7.891,7.774,3.773,1.785,0.832,0.353,0.128,0.078,0.032,3.932,6.680,8.835,8.503,8.136,7.872,3.414,1.537,0.647,0.269,0.124,0.032,0.026
414.2,0.001,0.000,0.012,0.004,0.004,0.000,0.006,0.000,0.004,0.004,0.008,0.005,0.019,0.004,0.000,0.000,0.000,0.000,0.000,0.000,2.296,5.833,8.592,8.140,7.667,7.264,3.892,1.737,0.845,0.265,0.171,0.072,0.038,3.775,6.814,8.554,8.335,7.843,7.427,3.292,1.543,0.711,0.305,0.109,0.064,0.031
429.4,0.000,0.000,0.009,0.000,0.009,0.009,0.005,0.004,0.005,0.005,0.009,0.008,0.018,0.023,0.000,0.000,0.000,0.000,0.000,0.000,2.359,6.178,8.886,8.585,7.637,7.448,3.951,1.614,0.827,0.327,0.158,0.037,0.035,3.804,6.855,8.679,8.178,7.828,7.607,3.092,1.353,0.722,0.304,0.134,0.068,0.032
445.1,0.010,0.010,0.010,0.005,0.000,0.010,0.010,0.010,0.010,0.010,0.000,0.005,0.010,0.000,0.010,0.000,0.000,0.000,0.000,0.000,2.318,6.444,8.808,8.135,7.811,7.229,3.560,1.457,0.639,0.277,0.124,0.066,0.077,3.775,6.512,8.274,8.119,7.307,7.310,3.172,1.217,0.665,0.274,0.138,0.023,0.015
461.4,0.012,0.006,0.006,0.000,0.000,0.018,0.000,0.012,0.012,0.006,0.000,0.012,0.006,0.000,0.006,0.000,0.000,0.000,0.000,0.006,2.163,6.123,8.518,7.967,7.299,6.931,3.191,1.503,0.681,0.235,0.076,0.047,0.041,3.654,6.172,7.965,7.472,6.945,6.774,2.899,1.299,0.575,0.226,0.093,0.086,0.035
478.3,0.020,0.007,0.000,0.007,0.000,0.013,0.007,0.000,0.000,0.000,0.013,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,2.198,6.256,7.871,7.241,7.295,6.350,3.190,1.363,0.628,0.250,0.093,0.026,0.072,3.281,5.646,7.789,6.826,6.487,6.227,2.729,1.218,0.639,0.328,0.099,0.030,0.040
495.8,0.008,0.000,0.000,0.008,0.008,0.000,0.008,0.000,0.000,0.008,0.000,0.008,0.015,0.000,0.000,0.000,0.000,0.001,0.000,0.000,2.304,5.447,7.548,6.846,6.155,5.408,2.870,0.941,0.531,0.224,0.097,0.067,0.061,2.906,5.580,6.262,6.596,6.184,5.523,2.694,1.033,0.361,0.171,0.097,0.046,0.030
514.0,0.026,0.026,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.009,0.000,0.009,0.026,0.000,0.000,0.000,0.000,0.007,0.000,0.000,1.893,5.133,7.009,6.600,5.640,5.600,2.759,1.296,0.524,0.237,0.068,0.017,0.068,2.884,4.614,6.116,5.829,5.215,4.636,2.275,0.861,0.305,0.203,0.093,0.025,0.042
532.8,0.010,0.010,0.000,0.000,0.010,0.000,0.010,0.000,0.000,0.000,0.000,0.010,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.037,5.070,6.322,5.835,5.146,4.530,2.438,1.025,0.336,0.154,0.086,0.010,0.048,2.653,4.863,5.677,5.148,4.941,4.490,1.856,0.801,0.316,0.181,0.124,0.029,0.010
552.3,0.000,0.000,0.011,0.000,0.011,0.011,0.000,0.000,0.000,0.033,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.003,4.496,5.852,5.392,4.606,4.955,2.145,0.903,0.261,0.185,0.076,0.065,0.054,2.178,4.128,5.145,4.545,4.359,3.823,1.598,0.767,0.326,0.098,0.043,0.022,0.033
572.5,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.012,0.000,0.000,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.027,4.504,5.690,5.020,4.724,3.925,1.592,0.844,0.342,0.193,0.099,0.025,0.075,2.207,3.765,4.682,4.182,4.030,3.478,1.515,0.694,0.247,0.161,0.037,0.025,0.025
593.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
615.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
637.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
661.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
685.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
710.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
736.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.876,0.875,0.876,0.876,0.876,0.876,0.877,0.876,0.877,0.877,0.877,0.877,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.879,0.879,0.879,0.877,0.879,0.880,0.879,0.879,0.880,0.880,0.880
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),10.37,10.37,10.37,10.37,10.37,10.37,10.37,10.37,10.37,10.37,10.37,10.37,10.37,10.37,10.37,10.36,10.36,10.36,10.36,10.36,10.36,10.34,10.34,10.35,10.35,10.35,10.34,10.35,10.35,10.34,10.34,10.33,10.33,10.33,10.33,10.33,10.33,10.33,10.33,10.33,10.33,10.33,10.33,10.33,10.33,10.33
High Voltage (V),9736.28,9736.28,9736.28,9736.28,9736.28,9736.28,9736.28,9736.28,9736.28,9736.28,9736.28,9736.28,9736.28,9738.01,9739.75,9741.12,9743.21,9744.58,9746.31,9748.04,9749.77,9748.81,9749.16,9752.86,9752.86,9754.59,9752.26,9755.96,9755.96,9755.35,9755.35,9757.07,9757.07,9758.79,9758.79,9758.79,9758.43,9760.15,9760.15,9760.86,9761.87,9761.52,9761.87,9761.87,9763.23,9763.23
Lower Size (nm), 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4
Upper Size (nm),749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9
Density (g/cm³),1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
td + 0.5 (s),1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
tf (s),6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40
D50 (nm),565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.0,565.1,564.8,565.2,564.8,564.9,564.9,565.0,564.7,565.0,564.6,564.8,564.8,564.8,564.3,564.5,564.5,564.4,564.4,564.5,564.5,564.5,564.5,564.1,564.1,564.2,564.9,564.2,563.9,564.2,564.2,563.9,563.9,563.9
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),177.671,183.571,174.062,172.150,177.457,175.207,172.009,172.858,175.787,175.231,169.501,177.017,177.559,159.949,160.287,159.769,165.944,169.834,171.450,188.276,333.333,307.947,292.369,288.812,286.865,285.560,271.580,269.115,268.883,263.540,259.256,259.958,298.500,303.328,290.534,281.498,280.279,279.573,278.543,266.341,265.125,262.017,259.301,256.021,248.241,246.135
Mean (nm),206.426,204.487,195.951,185.617,201.372,203.157,189.856,189.595,199.102,202.902,189.786,203.694,214.885,177.738,182.257,170.545,179.872,213.263,225.184,240.771,336.561,312.776,301.001,298.401,296.622,295.531,284.226,282.396,280.263,277.642,273.372,271.281,314.295,308.962,298.744,291.823,290.936,290.336,289.184,279.672,278.138,274.884,274.059,270.065,262.587,271.700
