Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220718\VL_CU_SMPS_CADR_Background2_SCAN3.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,Concentration (DW)
Weight,Mass
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
 16.8,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 17.5,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 18.1,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.003,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 18.8,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.003,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 19.5,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.004,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 20.2,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.005,0.003,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 20.9,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.005,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 21.7,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.006,0.004,0.002,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.008,0.005,0.003,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 23.3,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.009,0.006,0.004,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 24.1,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.011,0.007,0.005,0.003,0.002,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 25.0,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.013,0.009,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 25.9,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.015,0.010,0.007,0.005,0.004,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000
 26.9,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.018,0.012,0.009,0.006,0.005,0.003,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000
 27.9,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.022,0.015,0.010,0.008,0.006,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000
 28.9,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.026,0.018,0.013,0.010,0.007,0.005,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.000
 30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.031,0.022,0.016,0.012,0.009,0.007,0.006,0.004,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001
 31.1,0.000,0.000,0.000,0.000,0.000,0.001,0.052,0.037,0.026,0.020,0.015,0.011,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001
 32.2,0.000,0.000,0.000,0.000,0.000,0.002,0.062,0.044,0.032,0.023,0.018,0.014,0.011,0.009,0.007,0.006,0.005,0.004,0.003,0.003,0.002,0.002,0.002,0.001,0.001
 33.4,0.000,0.000,0.000,0.000,0.000,0.004,0.072,0.052,0.038,0.028,0.022,0.017,0.014,0.011,0.009,0.007,0.006,0.005,0.004,0.004,0.003,0.003,0.002,0.002,0.002
 34.6,0.000,0.000,0.000,0.000,0.000,0.005,0.083,0.061,0.046,0.035,0.028,0.022,0.017,0.014,0.011,0.010,0.008,0.007,0.006,0.005,0.004,0.003,0.003,0.003,0.002
 35.9,0.000,0.000,0.000,0.000,0.000,0.005,0.099,0.071,0.056,0.042,0.034,0.027,0.021,0.017,0.014,0.012,0.010,0.008,0.007,0.006,0.005,0.005,0.004,0.003,0.003
 37.2,0.001,0.000,0.000,0.000,0.000,0.005,0.116,0.086,0.066,0.052,0.041,0.033,0.026,0.022,0.019,0.016,0.013,0.011,0.009,0.008,0.007,0.006,0.005,0.005,0.004
 38.5,0.001,0.000,0.000,0.000,0.000,0.006,0.134,0.101,0.078,0.063,0.050,0.040,0.033,0.028,0.023,0.019,0.017,0.013,0.012,0.010,0.009,0.007,0.006,0.006,0.005
 40.0,0.001,0.000,0.000,0.000,0.000,0.008,0.156,0.118,0.095,0.075,0.060,0.050,0.040,0.034,0.029,0.024,0.021,0.017,0.015,0.014,0.012,0.010,0.009,0.008,0.007
 41.4,0.001,0.001,0.000,0.000,0.000,0.008,0.183,0.143,0.113,0.089,0.075,0.061,0.051,0.042,0.036,0.031,0.026,0.022,0.021,0.017,0.015,0.013,0.011,0.010,0.009
 42.9,0.001,0.001,0.000,0.000,0.000,0.006,0.211,0.166,0.134,0.110,0.090,0.075,0.061,0.053,0.045,0.038,0.033,0.028,0.025,0.022,0.019,0.016,0.015,0.014,0.012
 44.5,0.002,0.001,0.001,0.000,0.000,0.004,0.248,0.194,0.160,0.130,0.110,0.093,0.074,0.065,0.055,0.047,0.041,0.036,0.031,0.028,0.024,0.022,0.019,0.017,0.015
 46.1,0.002,0.001,0.001,0.000,0.000,0.000,0.291,0.234,0.188,0.158,0.133,0.112,0.091,0.080,0.068,0.059,0.051,0.044,0.041,0.035,0.030,0.027,0.025,0.022,0.020
 47.8,0.003,0.002,0.001,0.000,0.000,0.000,0.340,0.276,0.223,0.190,0.160,0.133,0.115,0.100,0.082,0.075,0.065,0.057,0.049,0.045,0.040,0.036,0.031,0.029,0.026
 49.6,0.004,0.002,0.001,0.001,0.000,0.000,0.394,0.325,0.268,0.230,0.194,0.164,0.141,0.127,0.106,0.092,0.081,0.072,0.062,0.056,0.053,0.045,0.042,0.039,0.034
 51.4,0.005,0.002,0.001,0.001,0.000,0.000,0.464,0.379,0.316,0.275,0.234,0.195,0.173,0.150,0.131,0.116,0.102,0.091,0.081,0.073,0.067,0.059,0.054,0.050,0.045
 53.3,0.006,0.003,0.001,0.001,0.000,0.020,0.540,0.441,0.377,0.325,0.280,0.237,0.208,0.181,0.156,0.144,0.127,0.112,0.099,0.090,0.081,0.076,0.069,0.063,0.057
 55.2,0.007,0.004,0.002,0.001,0.001,0.067,0.631,0.524,0.448,0.380,0.334,0.286,0.253,0.219,0.196,0.174,0.158,0.143,0.126,0.112,0.106,0.093,0.086,0.080,0.074
 57.3,0.008,0.004,0.002,0.001,0.001,0.132,0.736,0.610,0.529,0.451,0.403,0.348,0.310,0.268,0.237,0.214,0.193,0.177,0.155,0.138,0.129,0.118,0.108,0.101,0.092
 59.4,0.010,0.005,0.003,0.001,0.001,0.211,0.845,0.717,0.625,0.541,0.471,0.414,0.366,0.323,0.286,0.259,0.237,0.213,0.191,0.171,0.158,0.146,0.134,0.123,0.114
 61.5,0.012,0.006,0.003,0.002,0.001,0.347,0.987,0.848,0.731,0.642,0.569,0.491,0.449,0.392,0.352,0.312,0.288,0.261,0.236,0.214,0.197,0.181,0.166,0.154,0.147
 63.8,0.014,0.008,0.004,0.002,0.001,0.633,1.142,0.969,0.869,0.749,0.674,0.591,0.524,0.475,0.427,0.380,0.352,0.313,0.294,0.271,0.241,0.226,0.205,0.191,0.177
 66.1,0.017,0.008,0.005,0.002,0.001,0.987,1.308,1.148,1.007,0.872,0.805,0.695,0.634,0.561,0.516,0.452,0.425,0.379,0.357,0.328,0.296,0.280,0.252,0.241,0.222
 68.5,0.019,0.011,0.006,0.003,0.001,1.338,1.510,1.349,1.161,1.036,0.934,0.827,0.740,0.663,0.626,0.549,0.518,0.468,0.431,0.389,0.363,0.340,0.310,0.293,0.275
 71.0,0.024,0.012,0.006,0.003,0.002,1.607,1.706,1.465,1.321,1.169,1.059,0.931,0.835,0.760,0.701,0.624,0.581,0.525,0.504,0.450,0.423,0.386,0.350,0.341,0.303
 73.7,0.027,0.014,0.007,0.003,0.001,1.811,1.904,1.689,1.461,1.296,1.193,1.060,0.953,0.863,0.794,0.713,0.667,0.609,0.568,0.508,0.475,0.453,0.400,0.395,0.348
 76.4,0.031,0.016,0.008,0.005,0.002,2.066,2.195,1.945,1.709,1.539,1.397,1.221,1.119,1.014,0.951,0.855,0.797,0.728,0.681,0.610,0.577,0.546,0.493,0.471,0.426
 79.1,0.037,0.018,0.009,0.005,0.002,2.314,2.481,2.217,1.963,1.772,1.613,1.423,1.314,1.194,1.111,1.000,0.934,0.867,0.812,0.727,0.691,0.651,0.587,0.569,0.522
 82.0,0.040,0.022,0.011,0.005,0.003,2.611,2.807,2.557,2.288,2.006,1.865,1.668,1.558,1.408,1.309,1.186,1.124,1.019,0.955,0.853,0.823,0.784,0.704,0.677,0.617
 85.1,0.048,0.024,0.012,0.005,0.003,2.883,3.221,2.926,2.602,2.347,2.177,1.954,1.806,1.611,1.540,1.401,1.331,1.196,1.125,1.012,0.994,0.929,0.859,0.806,0.748
 88.2,0.056,0.027,0.014,0.007,0.003,3.179,3.651,3.340,2.988,2.688,2.522,2.315,2.124,1.927,1.793,1.671,1.565,1.424,1.348,1.228,1.171,1.096,1.015,0.962,0.895
 91.4,0.062,0.030,0.016,0.008,0.004,3.484,4.185,3.805,3.440,3.162,2.859,2.660,2.466,2.251,2.075,1.961,1.823,1.710,1.611,1.465,1.397,1.316,1.215,1.155,1.091
 94.7,0.070,0.035,0.017,0.009,0.004,3.967,4.709,4.311,3.902,3.630,3.320,3.116,2.871,2.620,2.427,2.246,2.119,1.992,1.857,1.717,1.653,1.537,1.447,1.353,1.296
 98.2,0.081,0.039,0.020,0.009,0.005,4.682,5.334,4.892,4.517,4.169,3.832,3.620,3.301,3.094,2.842,2.636,2.488,2.362,2.216,2.052,1.965,1.822,1.699,1.605,1.529
101.8,0.086,0.040,0.022,0.010,0.006,5.534,6.065,5.558,5.147,4.791,4.457,4.099,3.838,3.598,3.229,3.129,2.936,2.766,2.613,2.479,2.323,2.158,2.034,1.925,1.828
105.5,0.098,0.047,0.023,0.011,0.006,6.461,6.879,6.423,5.882,5.391,5.072,4.764,4.458,4.151,3.886,3.646,3.458,3.215,2.999,2.891,2.727,2.500,2.394,2.251,2.164
109.4,0.102,0.051,0.028,0.013,0.007,7.374,7.647,7.194,6.696,6.251,5.856,5.473,5.058,4.800,4.487,4.259,3.981,3.746,3.540,3.354,3.208,2.944,2.840,2.663,2.546
113.4,0.112,0.055,0.028,0.012,0.006,8.431,8.667,8.119,7.646,7.096,6.673,6.305,5.813,5.505,5.106,4.913,4.657,4.324,4.120,3.902,3.738,3.513,3.281,3.152,2.994
117.6,0.121,0.063,0.030,0.015,0.007,9.478,9.811,9.234,8.591,8.076,7.757,7.172,6.717,6.391,6.001,5.752,5.387,4.998,4.788,4.554,4.348,4.100,3.878,3.667,3.571
121.9,0.139,0.065,0.030,0.016,0.008,10.824,11.001,10.237,9.682,9.230,8.688,8.185,7.586,7.284,6.830,6.573,6.173,5.806,5.577,5.224,5.061,4.723,4.578,4.311,4.146
126.3,0.148,0.066,0.032,0.016,0.009,12.492,12.420,11.583,11.099,10.422,9.915,9.310,8.786,8.327,7.798,7.493,7.139,6.720,6.440,6.031,5.874,5.510,5.365,5.073,4.904
131.0,0.153,0.074,0.033,0.017,0.008,14.181,13.859,12.977,12.475,11.784,11.144,10.516,9.967,9.563,8.993,8.601,8.143,7.711,7.405,7.124,6.705,6.461,6.085,5.887,5.609
135.8,0.157,0.076,0.039,0.018,0.010,15.941,15.403,14.383,13.883,13.188,12.455,11.813,11.232,10.560,10.180,9.803,9.258,8.750,8.373,8.127,7.701,7.368,6.988,6.794,6.493
140.7,0.161,0.079,0.039,0.018,0.009,17.631,16.768,16.006,15.368,14.715,13.990,13.243,12.635,11.948,11.595,10.970,10.529,10.016,9.686,9.136,8.706,8.379,8.081,7.771,7.438
145.9,0.171,0.080,0.035,0.020,0.008,19.252,18.467,17.700,17.022,16.287,15.424,14.566,14.022,13.382,12.910,12.357,11.831,11.252,10.737,10.221,9.935,9.528,9.091,8.775,8.449
151.2,0.161,0.073,0.041,0.018,0.011,21.207,20.413,19.578,18.803,17.814,17.119,16.368,15.610,14.857,14.481,13.788,13.224,12.507,12.030,11.524,11.220,10.698,10.310,9.933,9.497
156.8,0.161,0.085,0.041,0.019,0.008,22.906,22.103,21.342,20.541,19.569,18.640,17.872,17.137,16.499,15.921,15.240,14.523,13.933,13.413,12.842,12.455,11.970,11.487,11.185,10.516
162.5,0.176,0.084,0.041,0.018,0.009,24.707,23.911,22.946,22.103,21.320,20.277,19.645,18.847,17.952,17.384,16.717,16.028,15.303,14.917,14.207,13.734,13.212,12.695,12.264,11.840
168.5,0.170,0.086,0.036,0.016,0.009,26.510,25.841,24.503,23.842,22.837,22.044,21.114,20.415,19.724,18.952,18.127,17.457,16.903,16.235,15.566,15.128,14.709,14.000,13.541,13.038
174.7,0.169,0.086,0.036,0.023,0.010,27.977,27.233,26.409,25.408,24.421,23.506,22.653,21.778,21.252,20.583,19.575,18.994,18.376,17.638,16.921,16.399,15.819,15.434,14.795,14.282
181.1,0.168,0.080,0.040,0.015,0.009,29.164,28.714,27.784,26.845,25.897,25.044,23.828,23.074,22.582,21.795,20.825,20.218,19.489,18.797,18.312,17.679,17.039,16.582,16.011,15.362
187.7,0.158,0.082,0.039,0.020,0.010,30.523,29.878,29.142,28.324,27.367,26.377,25.246,24.717,23.752,22.946,22.192,21.661,20.848,20.197,19.522,18.741,18.131,17.670,17.084,16.387
194.6,0.156,0.079,0.040,0.020,0.008,31.483,31.058,30.117,29.104,28.220,27.249,26.272,25.562,24.692,24.119,23.185,22.333,21.780,21.190,20.501,19.666,19.205,18.585,18.095,17.300
201.7,0.139,0.071,0.037,0.016,0.008,32.208,31.895,30.738,29.954,28.905,28.174,27.257,26.356,25.523,24.929,23.990,23.260,22.636,21.859,21.049,20.756,20.104,19.359,18.847,18.199
209.1,0.143,0.068,0.038,0.016,0.009,32.137,31.964,31.267,30.082,28.982,28.384,27.670,26.711,26.035,25.178,24.484,23.678,23.231,22.515,21.685,21.176,20.555,19.988,19.132,18.796
216.7,0.144,0.068,0.030,0.016,0.006,32.418,32.002,31.314,30.021,29.324,28.393,27.929,26.994,26.122,25.492,24.535,24.084,23.323,22.610,21.911,21.582,21.010,20.238,19.548,19.101
224.7,0.132,0.072,0.028,0.015,0.010,31.758,31.867,30.881,29.872,28.846,28.219,27.763,26.766,26.026,25.227,24.421,23.802,23.232,22.624,21.935,21.495,20.859,20.368,19.788,19.174
232.9,0.121,0.055,0.023,0.017,0.010,31.021,31.043,29.810,28.864,28.227,27.660,26.822,25.711,25.501,24.895,24.105,23.433,22.639,22.367,21.891,21.127,20.578,19.932,19.488,19.080
241.4,0.118,0.062,0.026,0.014,0.006,29.674,29.507,28.697,27.938,26.950,26.452,26.135,25.107,24.744,23.727,23.188,22.623,22.321,21.448,21.270,20.548,20.039,19.438,18.795,18.720
250.3,0.105,0.049,0.024,0.017,0.005,28.077,28.252,27.470,26.376,25.640,25.203,24.661,23.670,23.199,22.709,22.112,21.624,21.398,20.607,20.161,19.638,19.253,18.557,17.885,17.646
259.5,0.095,0.044,0.024,0.015,0.005,26.631,26.386,25.825,24.791,24.226,23.776,22.551,22.276,21.804,21.049,20.881,20.378,19.919,19.432,18.954,18.410,17.839,17.375,17.141,17.098
269.0,0.076,0.034,0.027,0.014,0.004,24.507,24.177,23.671,22.652,21.955,21.728,21.125,20.607,19.827,19.207,19.077,18.858,18.256,17.862,17.609,17.118,16.607,16.079,15.893,15.730
278.8,0.071,0.041,0.022,0.011,0.005,22.379,22.016,21.726,20.517,19.809,19.799,19.172,18.413,17.983,17.438,17.110,16.972,16.244,16.100,16.034,15.309,15.113,14.508,14.614,14.221
289.0,0.058,0.035,0.019,0.007,0.004,20.013,19.501,19.138,18.412,17.971,17.612,17.248,16.641,16.174,15.573,15.327,15.245,14.746,14.433,14.256,13.958,13.493,13.273,12.998,12.673
299.6,0.065,0.035,0.011,0.009,0.003,17.820,17.514,17.006,16.537,15.536,15.492,14.857,14.627,14.113,13.564,13.460,13.286,12.782,12.592,12.483,12.283,11.646,11.587,11.442,11.115
310.6,0.038,0.032,0.014,0.006,0.001,15.577,15.110,14.672,14.333,13.734,13.286,12.818,12.401,12.202,11.955,11.737,11.506,10.880,10.708,10.757,10.549,9.968,9.871,9.832,9.798
322.0,0.048,0.014,0.013,0.002,0.004,13.662,12.846,12.500,12.309,11.669,11.677,10.991,10.756,10.246,10.136,10.007,9.673,9.360,9.146,9.059,8.793,8.369,8.603,8.193,8.033
333.8,0.038,0.019,0.005,0.007,0.000,11.432,11.045,10.616,10.334,9.605,9.819,9.184,8.858,8.406,8.397,8.036,7.997,7.862,7.691,7.625,7.444,7.047,7.211,6.635,6.683
346.0,0.030,0.005,0.006,0.003,0.006,9.696,9.074,9.099,8.605,8.261,7.842,7.538,7.376,7.196,7.060,6.875,6.420,6.499,6.341,6.162,5.816,5.532,5.785,5.537,5.349
358.7,0.026,0.014,0.002,0.004,0.003,8.126,7.714,7.360,7.018,6.907,6.547,6.208,5.925,5.881,5.669,5.489,5.447,5.169,5.090,5.121,4.917,4.554,4.557,4.484,4.225
371.8,0.027,0.008,0.004,0.000,0.000,6.630,6.168,6.001,5.610,5.589,5.245,5.011,4.757,4.809,4.526,4.537,4.499,4.152,4.134,4.018,3.928,3.637,3.617,3.442,3.531
385.4,0.011,0.007,0.004,0.004,0.002,5.525,5.140,4.821,4.469,4.571,4.224,3.852,3.781,3.728,3.469,3.451,3.460,3.367,3.172,3.146,3.131,2.736,2.950,2.796,2.608
399.5,0.015,0.005,0.000,0.005,0.000,4.389,4.218,3.751,3.752,3.508,3.434,3.162,2.923,2.907,2.875,2.845,2.626,2.745,2.513,2.458,2.262,2.149,2.276,2.044,2.040
414.2,0.014,0.003,0.000,0.000,0.003,3.572,3.333,3.037,2.626,2.683,2.884,2.615,2.271,2.432,2.193,2.105,2.013,2.017,1.932,1.866,1.882,1.722,1.730,1.631,1.589
429.4,0.010,0.003,0.000,0.000,0.000,2.682,2.689,2.414,2.277,2.199,2.060,1.891,1.812,1.770,1.576,1.943,1.557,1.673,1.582,1.459,1.349,1.296,1.300,1.249,1.218
445.1,0.004,0.007,0.000,0.000,0.000,2.195,2.199,1.811,2.023,1.685,1.574,1.689,1.417,1.398,1.300,1.300,1.292,1.206,1.139,1.110,1.001,1.001,1.116,0.935,0.984
461.4,0.008,0.000,0.000,0.000,0.000,1.993,1.786,1.628,1.419,1.401,1.218,1.226,1.108,1.199,1.245,1.048,0.868,1.077,0.919,0.886,0.780,0.775,0.674,0.859,0.614
478.3,0.009,0.000,0.000,0.000,0.000,1.222,1.395,1.149,1.124,1.044,1.046,0.976,0.935,0.859,0.982,0.831,0.689,0.831,0.764,0.746,0.536,0.632,0.636,0.622,0.572
495.8,0.000,0.005,0.000,0.000,0.000,1.108,0.942,1.042,0.756,0.848,0.717,0.765,0.651,0.728,0.587,0.666,0.666,0.571,0.608,0.507,0.500,0.436,0.489,0.395,0.411
514.0,0.012,0.000,0.006,0.000,0.000,0.895,0.753,0.696,0.697,0.653,0.618,0.605,0.559,0.402,0.544,0.500,0.472,0.433,0.489,0.383,0.336,0.370,0.337,0.310,0.353
532.8,0.007,0.000,0.000,0.000,0.000,0.670,0.691,0.573,0.636,0.433,0.541,0.475,0.439,0.447,0.355,0.406,0.374,0.427,0.216,0.310,0.353,0.325,0.284,0.281,0.246
552.3,0.008,0.000,0.000,0.000,0.000,0.595,0.576,0.553,0.533,0.401,0.423,0.423,0.401,0.333,0.319,0.218,0.289,0.287,0.251,0.191,0.183,0.234,0.181,0.219,0.308
572.5,0.009,0.000,0.000,0.000,0.000,0.457,0.456,0.320,0.334,0.328,0.286,0.337,0.328,0.344,0.275,0.298,0.237,0.249,0.129,0.224,0.206,0.139,0.155,0.189,0.223
593.5,0.000,0.000,0.000,0.000,0.000,0.391,0.405,0.330,0.283,0.320,0.350,0.281,0.242,0.211,0.114,0.216,0.216,0.242,0.174,0.215,0.145,0.201,0.107,0.174,0.098
615.3,0.000,0.000,0.000,0.000,0.000,0.223,0.217,0.240,0.166,0.206,0.284,0.173,0.231,0.179,0.179,0.146,0.212,0.140,0.132,0.132,0.154,0.146,0.066,0.121,0.121
637.8,0.000,0.000,0.000,0.000,0.000,0.201,0.250,0.205,0.238,0.254,0.167,0.079,0.150,0.188,0.079,0.100,0.075,0.259,0.113,0.100,0.150,0.100,0.125,0.125,0.087
661.2,0.000,0.000,0.000,0.000,0.000,0.142,0.316,0.198,0.198,0.141,0.156,0.113,0.151,0.071,0.094,0.071,0.085,0.033,0.057,0.028,0.042,0.057,0.042,0.085,0.113
685.4,0.000,0.000,0.000,0.000,0.000,0.145,0.215,0.177,0.226,0.080,0.194,0.129,0.134,0.064,0.113,0.000,0.032,0.134,0.113,0.080,0.080,0.080,0.113,0.048,0.064
710.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
736.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
