Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Date,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022
Start Time,14:35:00,14:38:00,14:41:00,14:44:00,14:47:00,14:50:00,14:53:00,14:56:00,14:59:00,15:02:00,15:05:00,15:08:00,15:11:00,15:14:00,15:17:00,15:20:00,15:23:00,15:26:00,15:29:00,15:32:00,15:35:00,15:38:00,15:41:00,15:44:00,15:47:00,15:50:00,15:53:00
Sample Temp (C),23.6,23.6,23.6,23.7,23.7,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.9,23.9,23.9,23.9,23.9,23.9,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.1,24.1
Sample Pressure (kPa),81.4,81.4,81.3,81.4,81.4,81.4,81.3,81.3,81.3,81.4,81.4,81.4,81.3,81.4,81.4,81.3,81.4,81.3,81.3,81.3,81.3,81.3,81.3,81.4,81.4,81.4,81.4
Relative Humidity (%),52.7,52.6,52.5,52.5,52.6,52.6,52.6,52.7,52.7,52.8,52.8,52.9,52.9,52.9,53.0,53.0,53.1,53.1,53.1,53.2,53.2,53.2,53.2,53.3,53.3,53.3,53.4
Mean Free Path (m),8.39687e-008,8.39687e-008,8.40720e-008,8.40047e-008,8.40047e-008,8.40407e-008,8.41441e-008,8.41441e-008,8.41441e-008,8.40407e-008,8.40407e-008,8.40407e-008,8.41801e-008,8.40767e-008,8.40767e-008,8.41801e-008,8.40767e-008,8.41801e-008,8.42161e-008,8.42161e-008,8.42161e-008,8.42161e-008,8.42161e-008,8.41126e-008,8.41126e-008,8.41486e-008,8.41486e-008
Gas Viscosity (Pa*s),1.83531e-005,1.83531e-005,1.83531e-005,1.83579e-005,1.83579e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83674e-005,1.83674e-005,1.83674e-005,1.83674e-005,1.83674e-005,1.83674e-005,1.83722e-005,1.83722e-005,1.83722e-005,1.83722e-005,1.83722e-005,1.83722e-005,1.83722e-005,1.83770e-005,1.83770e-005
Diameter Midpoint (nm)
514.0,0.000,0.000,0.000,0.000,0.000,0.242,0.825,0.887,0.749,0.714,0.770,0.496,0.523,0.427,0.328,0.330,0.333,0.260,0.265,0.298,0.283,0.308,0.277,0.188,0.279,0.166,0.270
532.8,0.000,0.000,0.000,0.000,0.000,0.169,0.806,0.876,0.730,0.639,0.689,0.557,0.530,0.452,0.307,0.305,0.283,0.321,0.279,0.230,0.207,0.192,0.169,0.264,0.230,0.199,0.240
552.3,0.000,0.000,0.000,0.000,0.000,0.208,0.922,0.936,0.793,0.827,0.556,0.590,0.437,0.436,0.284,0.242,0.292,0.216,0.196,0.239,0.155,0.270,0.109,0.152,0.204,0.220,0.239
572.5,0.000,0.000,0.000,0.000,0.000,0.224,0.864,0.862,0.749,0.782,0.634,0.536,0.435,0.458,0.421,0.434,0.287,0.328,0.372,0.252,0.272,0.169,0.198,0.247,0.163,0.173,0.148
593.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
615.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
637.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
661.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
685.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
710.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
736.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.877,0.877,0.877,0.877,0.878,0.878,0.878,0.879,0.878,0.878,0.879,0.879,0.878,0.879,0.879,0.879,0.879,0.879
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),10.29,10.29,10.28,10.29,10.29,10.29,10.27,10.27,10.27,10.29,10.29,10.29,10.27,10.29,10.29,10.27,10.29,10.27,10.27,10.27,10.27,10.27,10.27,10.29,10.29,10.28,10.28
High Voltage (V),9755.89,9755.89,9753.53,9757.60,9757.60,9759.31,9756.95,9756.95,9756.95,9759.31,9758.96,9758.96,9758.31,9760.67,9760.31,9757.95,9760.31,9757.60,9759.66,9759.66,9759.31,9759.31,9759.66,9761.67,9761.67,9763.38,9763.38
Lower Size (nm), 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4
Upper Size (nm),749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9
Density (g/cm³),1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
td + 0.5 (s),1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
tf (s),6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40
D50 (nm),565.0,565.0,564.9,565.1,565.1,565.1,565.0,565.0,565.0,564.7,564.7,564.7,564.7,564.4,564.4,564.3,564.0,564.3,564.4,564.0,564.0,564.4,564.0,564.1,564.1,564.1,564.1
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),181.504,181.590,180.481,194.287,216.530,263.611,265.599,273.397,271.821,274.439,271.948,265.082,262.691,258.427,256.844,255.739,257.979,257.234,255.830,256.791,256.472,256.548,254.569,253.521,253.708,254.833,256.633
Mean (nm),191.452,185.613,193.128,204.812,210.730,282.979,282.172,287.522,284.553,285.505,282.901,276.887,273.947,270.992,267.002,266.905,267.435,266.756,265.619,265.848,264.587,266.301,261.842,263.536,263.715,263.438,265.737
Geo. Mean (nm),174.127,171.230,176.032,187.135,193.480,255.953,244.064,249.752,248.154,249.463,247.345,242.771,240.622,238.425,235.709,236.060,236.811,236.441,235.616,236.029,235.262,236.652,233.597,234.555,234.885,234.729,236.860
Mode (nm),168.485,201.691,187.688,399.542,278.813,289.026,289.026,278.813,345.989,321.968,321.968,321.968,333.762,310.590,310.590,278.813,299.614,321.968,289.026,289.026,321.968,310.590,321.968,278.813,278.813,268.960,278.813
Geo. Std. Dev.,1.582,1.530,1.572,1.556,1.556,1.593,1.796,1.785,1.769,1.761,1.756,1.742,1.735,1.726,1.713,1.706,1.702,1.697,1.693,1.690,1.684,1.686,1.672,1.677,1.674,1.673,1.672
Total Conc. (µg/m³),1.756769e-001,9.007643e-002,5.970886e-002,3.751177e-002,3.173592e-002,1.268099e+001,4.087909e+001,4.199685e+001,4.106462e+001,4.067801e+001,3.960084e+001,3.793830e+001,3.642840e+001,3.453202e+001,3.304023e+001,3.202188e+001,3.086931e+001,2.985116e+001,2.863581e+001,2.756182e+001,2.646238e+001,2.578508e+001,2.445254e+001,2.375665e+001,2.314973e+001,2.214855e+001,2.174525e+001
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab
Sample ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Errors,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,
