Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Date,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022
Start Time,14:35:00,14:38:00,14:41:00,14:44:00,14:47:00,14:50:00,14:53:00,14:56:00,14:59:00,15:02:00,15:05:00,15:08:00,15:11:00,15:14:00,15:17:00,15:20:00,15:23:00,15:26:00,15:29:00,15:32:00,15:35:00,15:38:00,15:41:00,15:44:00,15:47:00,15:50:00,15:53:00
Sample Temp (C),23.6,23.6,23.6,23.7,23.7,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.9,23.9,23.9,23.9,23.9,23.9,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.1,24.1
Sample Pressure (kPa),81.4,81.4,81.3,81.4,81.4,81.4,81.3,81.3,81.3,81.4,81.4,81.4,81.3,81.4,81.4,81.3,81.4,81.3,81.3,81.3,81.3,81.3,81.3,81.4,81.4,81.4,81.4
Relative Humidity (%),52.7,52.6,52.5,52.5,52.6,52.6,52.6,52.7,52.7,52.8,52.8,52.9,52.9,52.9,53.0,53.0,53.1,53.1,53.1,53.2,53.2,53.2,53.2,53.3,53.3,53.3,53.4
Mean Free Path (m),8.39687e-008,8.39687e-008,8.40720e-008,8.40047e-008,8.40047e-008,8.40407e-008,8.41441e-008,8.41441e-008,8.41441e-008,8.40407e-008,8.40407e-008,8.40407e-008,8.41801e-008,8.40767e-008,8.40767e-008,8.41801e-008,8.40767e-008,8.41801e-008,8.42161e-008,8.42161e-008,8.42161e-008,8.42161e-008,8.42161e-008,8.41126e-008,8.41126e-008,8.41486e-008,8.41486e-008
Gas Viscosity (Pa*s),1.83531e-005,1.83531e-005,1.83531e-005,1.83579e-005,1.83579e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83674e-005,1.83674e-005,1.83674e-005,1.83674e-005,1.83674e-005,1.83674e-005,1.83722e-005,1.83722e-005,1.83722e-005,1.83722e-005,1.83722e-005,1.83722e-005,1.83722e-005,1.83770e-005,1.83770e-005
Diameter Midpoint (nm)
 19.5,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.006,0.005,0.004,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
 20.2,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.006,0.006,0.005,0.004,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
 20.9,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.007,0.006,0.006,0.005,0.004,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001
 21.7,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.008,0.007,0.006,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001
 22.5,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.009,0.007,0.006,0.006,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001
 23.3,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.009,0.008,0.007,0.006,0.006,0.005,0.005,0.004,0.004,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002
 24.1,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.010,0.009,0.008,0.007,0.006,0.006,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002
 25.0,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.011,0.010,0.009,0.008,0.007,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.002
 25.9,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.012,0.011,0.010,0.008,0.008,0.007,0.006,0.006,0.006,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.002
 26.9,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.014,0.012,0.011,0.010,0.008,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003
 27.9,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.015,0.013,0.012,0.011,0.010,0.009,0.008,0.007,0.007,0.007,0.006,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.003
 28.9,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.016,0.014,0.013,0.012,0.011,0.010,0.009,0.008,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.004,0.004
 30.0,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.017,0.016,0.014,0.013,0.012,0.011,0.010,0.010,0.009,0.008,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.005,0.005,0.004
 31.1,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.018,0.017,0.016,0.015,0.014,0.013,0.012,0.011,0.010,0.009,0.009,0.008,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.005
 32.2,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.020,0.018,0.017,0.016,0.015,0.014,0.013,0.012,0.011,0.010,0.009,0.009,0.009,0.008,0.007,0.007,0.007,0.006,0.006,0.006
 33.4,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.022,0.020,0.019,0.018,0.017,0.015,0.014,0.013,0.012,0.011,0.011,0.010,0.009,0.009,0.008,0.008,0.007,0.007,0.006,0.006
 34.6,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.025,0.022,0.021,0.020,0.018,0.017,0.015,0.015,0.013,0.013,0.012,0.011,0.011,0.010,0.010,0.009,0.008,0.008,0.008,0.007
 35.9,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.026,0.024,0.023,0.021,0.020,0.019,0.018,0.016,0.015,0.015,0.013,0.013,0.012,0.011,0.011,0.010,0.010,0.009,0.008,0.008
 37.2,0.000,0.000,0.000,0.000,0.000,0.001,0.030,0.028,0.026,0.025,0.023,0.023,0.021,0.020,0.018,0.017,0.016,0.015,0.014,0.014,0.013,0.012,0.011,0.011,0.010,0.010,0.009
 38.5,0.000,0.000,0.000,0.000,0.000,0.001,0.032,0.032,0.029,0.028,0.026,0.024,0.023,0.022,0.020,0.019,0.018,0.017,0.016,0.015,0.015,0.014,0.013,0.012,0.011,0.011,0.010
 40.0,0.000,0.000,0.000,0.000,0.000,0.001,0.036,0.035,0.032,0.030,0.029,0.027,0.026,0.024,0.023,0.021,0.020,0.019,0.018,0.017,0.016,0.015,0.015,0.013,0.012,0.012,0.011
 41.4,0.000,0.000,0.000,0.000,0.000,0.001,0.039,0.038,0.034,0.034,0.032,0.030,0.030,0.026,0.025,0.024,0.022,0.022,0.020,0.019,0.018,0.017,0.016,0.015,0.014,0.014,0.014
 42.9,0.000,0.000,0.000,0.000,0.000,0.002,0.043,0.040,0.038,0.036,0.034,0.033,0.031,0.029,0.027,0.027,0.025,0.024,0.022,0.021,0.020,0.018,0.018,0.017,0.016,0.015,0.015
 44.5,0.000,0.000,0.000,0.000,0.000,0.002,0.047,0.044,0.041,0.039,0.038,0.036,0.035,0.032,0.030,0.029,0.027,0.026,0.025,0.023,0.021,0.021,0.020,0.019,0.018,0.017,0.016
 46.1,0.000,0.000,0.000,0.000,0.000,0.003,0.051,0.048,0.045,0.042,0.042,0.040,0.038,0.035,0.034,0.032,0.030,0.029,0.027,0.026,0.024,0.023,0.022,0.021,0.020,0.019,0.018
 47.8,0.000,0.000,0.000,0.000,0.000,0.004,0.055,0.052,0.049,0.047,0.045,0.042,0.042,0.040,0.038,0.035,0.033,0.032,0.031,0.028,0.026,0.026,0.025,0.023,0.022,0.022,0.020
 49.6,0.000,0.000,0.000,0.000,0.000,0.004,0.060,0.057,0.054,0.052,0.050,0.048,0.045,0.042,0.040,0.039,0.037,0.034,0.033,0.031,0.030,0.029,0.027,0.027,0.026,0.023,0.022
 51.4,0.000,0.000,0.000,0.000,0.000,0.005,0.067,0.061,0.059,0.056,0.054,0.053,0.050,0.047,0.044,0.043,0.040,0.037,0.037,0.034,0.034,0.032,0.030,0.030,0.027,0.027,0.025
 53.3,0.000,0.000,0.000,0.000,0.000,0.005,0.071,0.066,0.063,0.062,0.060,0.056,0.056,0.053,0.050,0.046,0.044,0.043,0.040,0.039,0.037,0.035,0.033,0.032,0.031,0.030,0.027
 55.2,0.000,0.000,0.000,0.000,0.000,0.007,0.075,0.071,0.069,0.068,0.066,0.063,0.061,0.056,0.055,0.052,0.050,0.047,0.045,0.043,0.040,0.039,0.037,0.036,0.034,0.033,0.030
 57.3,0.000,0.000,0.000,0.000,0.000,0.009,0.084,0.080,0.075,0.073,0.072,0.068,0.067,0.063,0.060,0.057,0.054,0.052,0.048,0.048,0.045,0.042,0.040,0.040,0.037,0.036,0.035
 59.4,0.001,0.000,0.000,0.000,0.000,0.009,0.089,0.085,0.082,0.080,0.076,0.077,0.071,0.069,0.066,0.060,0.060,0.055,0.054,0.052,0.048,0.046,0.044,0.042,0.043,0.040,0.038
 61.5,0.001,0.000,0.000,0.000,0.000,0.011,0.094,0.092,0.090,0.087,0.086,0.082,0.077,0.076,0.071,0.066,0.065,0.061,0.060,0.056,0.053,0.050,0.049,0.047,0.044,0.043,0.042
 63.8,0.000,0.000,0.000,0.000,0.000,0.012,0.104,0.101,0.095,0.093,0.093,0.089,0.087,0.081,0.079,0.074,0.071,0.068,0.066,0.062,0.059,0.057,0.054,0.053,0.050,0.049,0.046
 66.1,0.001,0.000,0.000,0.000,0.000,0.015,0.113,0.108,0.104,0.102,0.102,0.098,0.096,0.086,0.085,0.081,0.077,0.074,0.071,0.068,0.064,0.065,0.061,0.057,0.056,0.054,0.051
 68.5,0.001,0.000,0.000,0.000,0.000,0.016,0.122,0.116,0.114,0.111,0.111,0.104,0.100,0.093,0.093,0.088,0.082,0.080,0.076,0.073,0.072,0.065,0.065,0.062,0.062,0.057,0.054
 71.0,0.001,0.000,0.000,0.000,0.000,0.017,0.128,0.123,0.122,0.119,0.118,0.113,0.107,0.101,0.099,0.094,0.090,0.087,0.084,0.078,0.077,0.074,0.072,0.068,0.066,0.062,0.063
 73.7,0.001,0.000,0.000,0.000,0.000,0.020,0.140,0.133,0.130,0.127,0.123,0.122,0.116,0.111,0.108,0.101,0.098,0.096,0.090,0.086,0.082,0.078,0.076,0.073,0.070,0.067,0.064
 76.4,0.001,0.000,0.000,0.000,0.000,0.025,0.151,0.146,0.137,0.134,0.136,0.129,0.126,0.122,0.120,0.114,0.106,0.102,0.097,0.094,0.087,0.090,0.084,0.080,0.074,0.075,0.071
 79.1,0.001,0.001,0.000,0.000,0.000,0.026,0.162,0.150,0.148,0.149,0.146,0.144,0.138,0.131,0.125,0.123,0.117,0.109,0.104,0.102,0.097,0.090,0.090,0.090,0.084,0.081,0.077
 82.0,0.001,0.001,0.000,0.000,0.000,0.028,0.170,0.163,0.159,0.159,0.157,0.156,0.146,0.141,0.139,0.133,0.125,0.121,0.113,0.109,0.102,0.101,0.099,0.096,0.091,0.090,0.085
 85.1,0.001,0.001,0.000,0.000,0.000,0.030,0.181,0.177,0.170,0.174,0.168,0.165,0.159,0.147,0.147,0.143,0.136,0.129,0.125,0.115,0.117,0.109,0.108,0.105,0.096,0.096,0.087
 88.2,0.001,0.001,0.000,0.000,0.000,0.035,0.198,0.193,0.186,0.182,0.187,0.178,0.171,0.167,0.162,0.145,0.144,0.139,0.134,0.124,0.125,0.121,0.116,0.112,0.111,0.104,0.096
 91.4,0.002,0.000,0.001,0.000,0.000,0.041,0.212,0.201,0.196,0.198,0.202,0.192,0.186,0.176,0.170,0.161,0.154,0.151,0.147,0.136,0.134,0.138,0.123,0.122,0.121,0.113,0.109
 94.7,0.002,0.001,0.001,0.000,0.000,0.045,0.227,0.215,0.216,0.210,0.206,0.212,0.200,0.191,0.188,0.181,0.169,0.165,0.159,0.151,0.143,0.137,0.135,0.129,0.123,0.119,0.114
 98.2,0.001,0.001,0.001,0.000,0.000,0.051,0.239,0.236,0.234,0.226,0.225,0.219,0.220,0.205,0.201,0.191,0.182,0.176,0.170,0.163,0.159,0.149,0.147,0.136,0.133,0.135,0.129
101.8,0.003,0.001,0.001,0.000,0.000,0.056,0.260,0.254,0.246,0.246,0.244,0.242,0.232,0.226,0.213,0.205,0.196,0.197,0.183,0.181,0.167,0.165,0.156,0.152,0.145,0.142,0.135
105.5,0.003,0.002,0.001,0.000,0.000,0.065,0.283,0.269,0.278,0.267,0.263,0.264,0.254,0.239,0.231,0.225,0.216,0.203,0.197,0.193,0.189,0.178,0.174,0.164,0.160,0.151,0.148
109.4,0.003,0.001,0.001,0.000,0.000,0.075,0.293,0.283,0.283,0.278,0.290,0.283,0.271,0.255,0.244,0.251,0.229,0.221,0.210,0.204,0.193,0.199,0.187,0.180,0.172,0.165,0.160
113.4,0.004,0.002,0.000,0.001,0.000,0.079,0.318,0.310,0.306,0.297,0.295,0.290,0.288,0.267,0.266,0.255,0.252,0.237,0.226,0.220,0.212,0.204,0.188,0.186,0.193,0.177,0.171
117.6,0.003,0.002,0.001,0.000,0.001,0.090,0.342,0.331,0.324,0.315,0.327,0.312,0.313,0.305,0.293,0.272,0.266,0.256,0.250,0.231,0.226,0.223,0.207,0.204,0.196,0.186,0.188
121.9,0.004,0.003,0.001,0.001,0.001,0.106,0.362,0.338,0.352,0.335,0.339,0.340,0.334,0.311,0.318,0.293,0.283,0.277,0.266,0.264,0.248,0.234,0.233,0.226,0.217,0.206,0.198
126.3,0.003,0.002,0.001,0.000,0.000,0.118,0.391,0.381,0.366,0.371,0.374,0.362,0.361,0.349,0.332,0.310,0.289,0.297,0.294,0.272,0.264,0.256,0.241,0.236,0.231,0.226,0.223
131.0,0.004,0.002,0.002,0.001,0.001,0.125,0.408,0.403,0.411,0.386,0.395,0.386,0.386,0.372,0.354,0.348,0.323,0.318,0.299,0.305,0.290,0.264,0.272,0.260,0.245,0.236,0.235
135.8,0.004,0.002,0.002,0.000,0.000,0.129,0.456,0.427,0.422,0.424,0.432,0.421,0.400,0.395,0.360,0.367,0.355,0.328,0.343,0.321,0.300,0.294,0.287,0.272,0.271,0.256,0.238
140.7,0.005,0.002,0.001,0.002,0.001,0.151,0.495,0.463,0.466,0.460,0.447,0.436,0.430,0.412,0.401,0.399,0.381,0.372,0.355,0.337,0.322,0.317,0.300,0.295,0.291,0.274,0.264
145.9,0.005,0.002,0.001,0.002,0.000,0.148,0.508,0.492,0.468,0.462,0.479,0.471,0.456,0.446,0.439,0.405,0.395,0.383,0.366,0.367,0.368,0.355,0.323,0.314,0.300,0.296,0.288
151.2,0.005,0.004,0.002,0.001,0.001,0.177,0.523,0.545,0.512,0.507,0.495,0.500,0.501,0.472,0.472,0.436,0.439,0.417,0.402,0.376,0.366,0.363,0.334,0.338,0.332,0.323,0.318
156.8,0.004,0.001,0.001,0.001,0.001,0.187,0.573,0.550,0.541,0.530,0.556,0.527,0.524,0.513,0.506,0.480,0.471,0.453,0.437,0.428,0.396,0.367,0.364,0.350,0.343,0.338,0.332
162.5,0.005,0.004,0.003,0.001,0.001,0.195,0.619,0.581,0.567,0.563,0.566,0.562,0.552,0.563,0.526,0.510,0.478,0.477,0.463,0.433,0.413,0.399,0.397,0.396,0.382,0.356,0.332
168.5,0.008,0.003,0.002,0.001,0.002,0.214,0.625,0.625,0.638,0.610,0.594,0.617,0.582,0.587,0.564,0.532,0.525,0.521,0.497,0.462,0.460,0.439,0.411,0.409,0.389,0.388,0.367
174.7,0.004,0.002,0.003,0.002,0.000,0.246,0.686,0.617,0.658,0.657,0.630,0.638,0.636,0.598,0.570,0.552,0.560,0.531,0.517,0.484,0.476,0.481,0.468,0.433,0.414,0.400,0.385
181.1,0.005,0.002,0.001,0.002,0.000,0.251,0.710,0.728,0.671,0.678,0.658,0.672,0.666,0.650,0.608,0.606,0.582,0.561,0.545,0.516,0.491,0.487,0.472,0.465,0.459,0.444,0.442
187.7,0.005,0.002,0.004,0.001,0.001,0.276,0.759,0.770,0.744,0.706,0.721,0.704,0.698,0.698,0.662,0.650,0.611,0.593,0.582,0.553,0.537,0.522,0.500,0.473,0.498,0.480,0.454
194.6,0.006,0.002,0.001,0.001,0.000,0.288,0.783,0.778,0.763,0.731,0.762,0.778,0.738,0.700,0.717,0.667,0.657,0.641,0.583,0.599,0.592,0.555,0.544,0.512,0.512,0.481,0.466
201.7,0.006,0.007,0.001,0.000,0.000,0.327,0.819,0.835,0.815,0.759,0.789,0.773,0.740,0.776,0.722,0.736,0.711,0.671,0.621,0.626,0.608,0.599,0.559,0.551,0.535,0.535,0.512
209.1,0.003,0.001,0.001,0.003,0.001,0.325,0.853,0.836,0.828,0.828,0.785,0.817,0.792,0.762,0.763,0.729,0.712,0.686,0.683,0.649,0.633,0.603,0.603,0.575,0.564,0.521,0.502
216.7,0.005,0.003,0.002,0.002,0.001,0.342,0.874,0.864,0.900,0.872,0.791,0.871,0.806,0.834,0.789,0.805,0.741,0.727,0.710,0.683,0.648,0.634,0.597,0.616,0.573,0.549,0.531
224.7,0.005,0.003,0.001,0.002,0.001,0.362,0.940,0.948,0.952,0.942,0.909,0.894,0.907,0.874,0.841,0.844,0.753,0.751,0.741,0.704,0.677,0.665,0.618,0.654,0.682,0.549,0.574
232.9,0.002,0.003,0.002,0.001,0.001,0.400,1.026,0.995,1.048,0.930,0.983,0.930,0.891,0.884,0.885,0.900,0.798,0.793,0.781,0.730,0.697,0.702,0.692,0.654,0.642,0.608,0.566
241.4,0.007,0.003,0.001,0.001,0.001,0.396,1.020,0.990,0.975,0.971,0.945,0.986,0.927,0.945,0.887,0.886,0.847,0.837,0.832,0.775,0.735,0.737,0.698,0.716,0.650,0.619,0.620
250.3,0.004,0.003,0.001,0.003,0.001,0.392,1.026,1.085,0.968,1.076,0.997,0.973,1.001,0.920,0.882,0.938,0.862,0.827,0.821,0.774,0.722,0.733,0.715,0.712,0.692,0.655,0.648
259.5,0.005,0.003,0.002,0.000,0.001,0.416,1.046,1.100,1.111,1.028,0.985,1.018,0.989,0.968,1.003,0.888,0.856,0.886,0.848,0.806,0.854,0.768,0.712,0.717,0.722,0.688,0.716
269.0,0.003,0.005,0.001,0.000,0.002,0.409,1.040,1.085,1.106,1.077,1.048,1.027,1.043,0.927,0.947,0.933,0.940,0.867,0.857,0.841,0.851,0.763,0.764,0.774,0.740,0.767,0.681
278.8,0.004,0.002,0.002,0.001,0.002,0.413,1.101,1.170,1.093,1.151,1.144,1.054,1.013,0.976,1.014,1.025,0.881,0.880,0.876,0.849,0.833,0.779,0.749,0.785,0.773,0.717,0.729
289.0,0.005,0.001,0.002,0.000,0.001,0.428,1.112,1.123,1.114,1.146,1.114,1.041,1.050,0.969,0.969,0.923,0.909,0.902,0.937,0.904,0.857,0.811,0.823,0.740,0.757,0.677,0.686
299.6,0.007,0.004,0.000,0.000,0.000,0.397,1.105,1.098,1.102,1.129,1.071,1.105,1.047,0.987,0.963,0.962,0.994,0.954,0.825,0.875,0.792,0.745,0.830,0.737,0.705,0.738,0.663
310.6,0.005,0.002,0.002,0.002,0.002,0.391,0.999,1.133,1.187,1.172,1.102,1.102,1.037,1.053,1.019,0.938,0.944,0.916,0.912,0.843,0.798,0.889,0.814,0.743,0.678,0.708,0.667
322.0,0.007,0.002,0.002,0.000,0.002,0.394,1.040,1.075,1.126,1.250,1.182,1.148,1.069,0.927,0.956,0.942,0.926,0.996,0.914,0.865,0.866,0.751,0.845,0.709,0.717,0.645,0.677
333.8,0.002,0.000,0.002,0.000,0.002,0.358,1.058,1.154,1.116,1.247,1.080,1.075,1.115,1.023,0.945,0.897,0.943,0.900,0.908,0.795,0.791,0.788,0.703,0.696,0.651,0.657,0.659
346.0,0.002,0.000,0.002,0.000,0.000,0.312,1.037,1.058,1.234,1.097,1.112,1.069,1.056,0.954,0.934,0.966,0.916,0.804,0.787,0.806,0.741,0.756,0.728,0.695,0.604,0.654,0.669
358.7,0.002,0.000,0.000,0.000,0.000,0.269,0.961,1.066,1.013,1.066,1.040,0.984,0.990,0.896,0.915,0.865,0.819,0.881,0.794,0.745,0.710,0.758,0.739,0.607,0.728,0.641,0.598
371.8,0.000,0.000,0.000,0.000,0.000,0.288,1.009,1.143,1.065,0.982,1.090,1.025,0.929,0.913,0.869,0.769,0.898,0.785,0.754,0.692,0.716,0.689,0.617,0.626,0.545,0.554,0.547
385.4,0.000,0.000,0.000,0.000,0.000,0.221,0.765,0.952,0.976,0.933,1.010,1.006,0.912,0.854,0.854,0.780,0.793,0.774,0.719,0.699,0.704,0.566,0.555,0.537,0.515,0.493,0.518
399.5,0.000,0.000,0.000,0.004,0.000,0.177,0.880,1.012,1.029,0.982,0.917,0.842,0.903,0.748,0.744,0.856,0.699,0.565,0.625,0.664,0.537,0.475,0.568,0.514,0.497,0.390,0.409
414.2,0.000,0.000,0.000,0.000,0.000,0.228,0.821,0.814,0.911,0.894,0.830,0.783,0.713,0.856,0.645,0.543,0.594,0.595,0.498,0.574,0.548,0.605,0.434,0.411,0.438,0.406,0.408
429.4,0.000,0.000,0.000,0.000,0.000,0.205,0.919,0.973,0.898,1.031,1.040,0.815,0.605,0.703,0.721,0.648,0.588,0.519,0.486,0.441,0.502,0.438,0.529,0.396,0.354,0.399,0.463
445.1,0.000,0.000,0.000,0.000,0.000,0.223,0.915,0.901,0.918,0.954,0.775,0.767,0.700,0.615,0.565,0.660,0.587,0.579,0.446,0.491,0.440,0.420,0.335,0.354,0.330,0.322,0.337
461.4,0.000,0.000,0.000,0.000,0.000,0.287,0.886,0.920,0.872,0.876,0.775,0.646,0.626,0.614,0.462,0.499,0.449,0.486,0.379,0.321,0.297,0.407,0.262,0.256,0.281,0.366,0.215
478.3,0.000,0.000,0.000,0.000,0.000,0.197,0.791,1.028,0.790,0.716,0.804,0.737,0.767,0.570,0.466,0.354,0.460,0.394,0.357,0.390,0.294,0.365,0.241,0.314,0.333,0.296,0.290
495.8,0.000,0.000,0.000,0.000,0.000,0.272,0.732,0.763,0.830,0.813,0.857,0.658,0.552,0.308,0.400,0.332,0.330,0.344,0.371,0.325,0.329,0.318,0.202,0.308,0.241,0.197,0.179
