Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220711\VL_CU_SMPS_CADR_Avery2.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,Concentration (DW)
Weight,Mass
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
 44.5,0.000,0.000,0.000,0.000,0.000,0.004,0.057,0.053,0.051,0.049,0.044,0.042,0.040,0.038,0.037,0.035,0.033,0.031,0.029,0.028,0.027,0.026,0.024,0.022,0.021,0.020,0.019
 46.1,0.000,0.000,0.000,0.000,0.000,0.006,0.063,0.058,0.054,0.054,0.051,0.048,0.045,0.042,0.041,0.038,0.036,0.035,0.032,0.030,0.030,0.027,0.026,0.025,0.023,0.022,0.022
 47.8,0.000,0.000,0.000,0.000,0.000,0.006,0.068,0.065,0.061,0.058,0.055,0.051,0.048,0.048,0.045,0.041,0.038,0.038,0.036,0.035,0.032,0.031,0.030,0.028,0.026,0.025,0.024
 49.6,0.000,0.000,0.000,0.000,0.000,0.007,0.076,0.071,0.068,0.064,0.059,0.057,0.053,0.052,0.050,0.047,0.042,0.043,0.040,0.037,0.038,0.035,0.033,0.031,0.029,0.028,0.027
 51.4,0.000,0.000,0.000,0.000,0.000,0.007,0.081,0.076,0.074,0.069,0.065,0.062,0.059,0.057,0.053,0.052,0.048,0.048,0.045,0.042,0.040,0.039,0.036,0.035,0.033,0.032,0.031
 53.3,0.000,0.000,0.000,0.000,0.000,0.008,0.089,0.084,0.081,0.076,0.072,0.067,0.064,0.063,0.058,0.056,0.055,0.052,0.050,0.047,0.044,0.042,0.040,0.038,0.037,0.035,0.034
 55.2,0.001,0.000,0.000,0.000,0.000,0.008,0.096,0.090,0.087,0.081,0.078,0.075,0.071,0.070,0.065,0.063,0.059,0.058,0.054,0.052,0.051,0.046,0.046,0.044,0.041,0.039,0.038
 57.3,0.001,0.000,0.000,0.000,0.000,0.010,0.107,0.101,0.095,0.090,0.085,0.083,0.077,0.076,0.073,0.066,0.065,0.063,0.061,0.056,0.054,0.052,0.049,0.047,0.045,0.043,0.043
 59.4,0.001,0.000,0.000,0.000,0.000,0.011,0.116,0.107,0.103,0.099,0.094,0.090,0.085,0.081,0.079,0.077,0.073,0.070,0.066,0.064,0.061,0.057,0.056,0.054,0.051,0.046,0.046
 61.5,0.001,0.000,0.000,0.000,0.000,0.012,0.124,0.118,0.111,0.106,0.100,0.100,0.092,0.092,0.084,0.083,0.078,0.076,0.071,0.068,0.067,0.064,0.061,0.058,0.055,0.052,0.052
 63.8,0.001,0.000,0.000,0.000,0.000,0.014,0.134,0.129,0.124,0.120,0.109,0.108,0.100,0.100,0.095,0.090,0.088,0.085,0.078,0.079,0.073,0.071,0.066,0.063,0.060,0.060,0.056
 66.1,0.001,0.000,0.000,0.000,0.000,0.017,0.149,0.140,0.133,0.126,0.121,0.116,0.110,0.106,0.104,0.099,0.093,0.090,0.087,0.086,0.079,0.077,0.075,0.070,0.067,0.067,0.061
 68.5,0.001,0.001,0.000,0.000,0.000,0.020,0.158,0.152,0.146,0.137,0.130,0.131,0.123,0.116,0.115,0.109,0.104,0.099,0.094,0.092,0.089,0.084,0.083,0.078,0.074,0.071,0.068
 71.0,0.001,0.000,0.000,0.000,0.000,0.025,0.171,0.161,0.155,0.151,0.144,0.135,0.134,0.127,0.125,0.112,0.113,0.106,0.104,0.100,0.094,0.090,0.090,0.083,0.081,0.079,0.076
 73.7,0.001,0.000,0.000,0.000,0.000,0.028,0.179,0.175,0.167,0.162,0.153,0.149,0.141,0.135,0.130,0.127,0.122,0.115,0.110,0.112,0.102,0.097,0.097,0.092,0.085,0.084,0.081
 76.4,0.000,0.001,0.000,0.000,0.000,0.033,0.197,0.187,0.182,0.175,0.169,0.163,0.153,0.151,0.143,0.137,0.130,0.125,0.124,0.117,0.113,0.115,0.104,0.101,0.094,0.094,0.089
 79.1,0.001,0.000,0.000,0.000,0.000,0.038,0.212,0.200,0.192,0.189,0.183,0.175,0.170,0.160,0.155,0.144,0.144,0.137,0.135,0.130,0.123,0.119,0.115,0.111,0.107,0.103,0.099
 82.0,0.001,0.001,0.000,0.000,0.000,0.047,0.223,0.220,0.208,0.201,0.193,0.187,0.182,0.173,0.164,0.158,0.155,0.150,0.145,0.138,0.138,0.129,0.122,0.120,0.113,0.111,0.105
 85.1,0.001,0.000,0.000,0.000,0.000,0.055,0.238,0.239,0.223,0.213,0.208,0.209,0.192,0.191,0.181,0.179,0.166,0.160,0.156,0.147,0.151,0.143,0.138,0.127,0.128,0.123,0.119
 88.2,0.001,0.001,0.001,0.000,0.000,0.062,0.261,0.257,0.250,0.235,0.231,0.222,0.214,0.202,0.198,0.189,0.182,0.179,0.171,0.163,0.157,0.159,0.153,0.141,0.135,0.134,0.126
 91.4,0.002,0.001,0.001,0.000,0.000,0.066,0.288,0.272,0.266,0.254,0.252,0.234,0.230,0.225,0.215,0.205,0.194,0.201,0.192,0.180,0.176,0.165,0.161,0.155,0.153,0.146,0.138
 94.7,0.001,0.001,0.000,0.000,0.000,0.069,0.304,0.287,0.285,0.273,0.271,0.255,0.253,0.239,0.237,0.226,0.207,0.208,0.206,0.191,0.185,0.177,0.175,0.169,0.158,0.158,0.152
 98.2,0.002,0.001,0.000,0.000,0.000,0.071,0.330,0.317,0.306,0.296,0.282,0.267,0.267,0.259,0.240,0.239,0.232,0.223,0.215,0.214,0.204,0.195,0.190,0.179,0.178,0.176,0.162
101.8,0.002,0.001,0.000,0.000,0.000,0.080,0.356,0.343,0.334,0.318,0.312,0.302,0.289,0.276,0.265,0.265,0.253,0.246,0.239,0.235,0.219,0.216,0.210,0.200,0.205,0.191,0.179
105.5,0.002,0.002,0.001,0.000,0.000,0.085,0.374,0.383,0.350,0.336,0.335,0.324,0.305,0.300,0.292,0.286,0.276,0.261,0.257,0.250,0.246,0.238,0.222,0.219,0.214,0.201,0.200
109.4,0.003,0.001,0.001,0.000,0.000,0.103,0.411,0.399,0.381,0.362,0.363,0.347,0.343,0.329,0.315,0.303,0.293,0.290,0.281,0.265,0.257,0.258,0.247,0.239,0.229,0.225,0.218
113.4,0.005,0.002,0.001,0.000,0.000,0.114,0.428,0.433,0.412,0.410,0.394,0.370,0.370,0.357,0.337,0.339,0.320,0.317,0.301,0.294,0.291,0.269,0.267,0.254,0.243,0.237,0.228
117.6,0.003,0.002,0.001,0.000,0.000,0.132,0.480,0.462,0.447,0.422,0.408,0.398,0.390,0.377,0.364,0.352,0.351,0.335,0.328,0.316,0.311,0.288,0.289,0.272,0.257,0.252,0.245
121.9,0.004,0.002,0.001,0.000,0.000,0.122,0.508,0.503,0.482,0.464,0.448,0.445,0.417,0.417,0.397,0.385,0.371,0.353,0.359,0.335,0.329,0.317,0.300,0.301,0.296,0.291,0.284
126.3,0.006,0.002,0.001,0.000,0.000,0.139,0.561,0.547,0.514,0.505,0.474,0.456,0.471,0.454,0.422,0.413,0.400,0.383,0.386,0.364,0.352,0.346,0.334,0.316,0.324,0.317,0.287
131.0,0.006,0.003,0.002,0.000,0.000,0.152,0.580,0.578,0.548,0.536,0.517,0.511,0.485,0.481,0.456,0.455,0.438,0.411,0.410,0.390,0.386,0.361,0.348,0.347,0.323,0.323,0.320
135.8,0.006,0.002,0.001,0.000,0.001,0.182,0.628,0.609,0.581,0.580,0.554,0.546,0.518,0.505,0.485,0.469,0.472,0.430,0.450,0.414,0.404,0.405,0.369,0.368,0.357,0.363,0.343
140.7,0.007,0.003,0.002,0.001,0.000,0.210,0.676,0.656,0.615,0.616,0.617,0.581,0.572,0.540,0.523,0.518,0.500,0.485,0.458,0.468,0.442,0.439,0.404,0.398,0.380,0.369,0.355
145.9,0.007,0.004,0.001,0.001,0.001,0.235,0.691,0.691,0.684,0.656,0.654,0.626,0.598,0.587,0.577,0.525,0.539,0.515,0.510,0.498,0.467,0.471,0.444,0.428,0.408,0.408,0.384
151.2,0.007,0.004,0.002,0.001,0.001,0.270,0.753,0.732,0.726,0.716,0.672,0.673,0.641,0.640,0.613,0.582,0.576,0.569,0.543,0.504,0.529,0.510,0.465,0.480,0.454,0.426,0.419
156.8,0.009,0.004,0.002,0.002,0.002,0.293,0.813,0.782,0.784,0.769,0.731,0.724,0.663,0.650,0.665,0.637,0.603,0.586,0.582,0.541,0.547,0.534,0.513,0.483,0.474,0.458,0.460
162.5,0.010,0.005,0.002,0.002,0.001,0.322,0.841,0.821,0.823,0.780,0.757,0.761,0.736,0.680,0.681,0.675,0.651,0.635,0.640,0.581,0.560,0.545,0.540,0.536,0.491,0.502,0.470
168.5,0.010,0.005,0.002,0.001,0.001,0.338,0.912,0.872,0.836,0.842,0.824,0.804,0.769,0.749,0.735,0.723,0.688,0.665,0.669,0.651,0.619,0.564,0.560,0.566,0.528,0.537,0.537
174.7,0.009,0.005,0.002,0.002,0.001,0.345,0.992,0.943,0.919,0.895,0.866,0.865,0.830,0.796,0.803,0.756,0.735,0.699,0.693,0.703,0.654,0.648,0.601,0.594,0.554,0.559,0.557
181.1,0.011,0.007,0.003,0.002,0.002,0.354,1.003,0.981,0.944,0.933,0.938,0.883,0.872,0.857,0.843,0.796,0.769,0.764,0.728,0.737,0.691,0.666,0.649,0.620,0.636,0.609,0.574
187.7,0.011,0.007,0.003,0.001,0.001,0.427,1.034,1.061,1.068,1.025,0.999,0.939,0.932,0.891,0.867,0.871,0.850,0.820,0.777,0.757,0.734,0.717,0.696,0.630,0.640,0.638,0.614
194.6,0.007,0.007,0.003,0.003,0.002,0.476,1.091,1.095,1.076,1.073,1.022,1.016,0.957,0.927,0.940,0.918,0.900,0.862,0.841,0.818,0.769,0.740,0.708,0.717,0.681,0.633,0.663
201.7,0.008,0.005,0.004,0.002,0.001,0.476,1.185,1.132,1.126,1.101,1.069,1.053,1.055,0.994,0.937,0.951,0.926,0.893,0.930,0.876,0.829,0.824,0.728,0.720,0.696,0.719,0.714
209.1,0.015,0.006,0.004,0.003,0.001,0.539,1.172,1.194,1.173,1.140,1.096,1.131,1.060,1.089,1.022,0.971,0.928,0.935,0.897,0.896,0.880,0.791,0.822,0.820,0.750,0.736,0.722
216.7,0.010,0.006,0.004,0.004,0.001,0.530,1.248,1.251,1.253,1.235,1.211,1.124,1.127,1.089,1.111,1.030,0.975,0.956,0.926,0.941,0.908,0.866,0.841,0.818,0.785,0.770,0.713
224.7,0.013,0.009,0.004,0.004,0.002,0.578,1.304,1.240,1.274,1.240,1.271,1.162,1.186,1.148,1.095,1.120,1.083,1.038,0.962,0.955,0.921,0.927,0.903,0.854,0.824,0.799,0.797
232.9,0.014,0.006,0.002,0.002,0.002,0.575,1.399,1.333,1.301,1.272,1.264,1.215,1.189,1.116,1.142,1.142,1.080,1.022,1.058,1.002,0.952,0.930,0.878,0.840,0.886,0.800,0.842
241.4,0.013,0.003,0.003,0.005,0.001,0.628,1.404,1.397,1.380,1.301,1.273,1.242,1.253,1.172,1.200,1.154,1.098,1.106,1.041,1.062,0.980,0.896,0.905,0.858,0.869,0.918,0.863
250.3,0.017,0.011,0.008,0.004,0.001,0.641,1.281,1.400,1.388,1.394,1.378,1.355,1.240,1.276,1.229,1.224,1.178,1.112,1.123,1.046,1.096,0.968,0.926,0.941,0.931,0.885,0.874
259.5,0.010,0.010,0.003,0.002,0.001,0.625,1.339,1.448,1.447,1.367,1.398,1.304,1.257,1.245,1.287,1.166,1.201,1.137,1.076,1.073,1.091,1.045,0.987,0.857,0.967,0.818,0.868
269.0,0.012,0.004,0.003,0.002,0.003,0.620,1.378,1.401,1.427,1.379,1.424,1.444,1.409,1.251,1.239,1.144,1.183,1.141,1.163,1.038,1.017,1.022,0.946,0.905,0.948,0.936,0.906
278.8,0.011,0.003,0.002,0.002,0.001,0.605,1.342,1.476,1.418,1.487,1.411,1.367,1.315,1.307,1.295,1.250,1.164,1.210,1.102,1.095,1.058,0.990,0.981,0.920,0.988,0.923,0.877
289.0,0.014,0.002,0.000,0.001,0.000,0.597,1.338,1.362,1.423,1.467,1.373,1.402,1.368,1.318,1.191,1.182,1.247,1.146,1.202,1.035,1.058,1.080,1.014,0.940,0.905,0.921,0.845
299.6,0.011,0.013,0.004,0.000,0.000,0.587,1.284,1.416,1.440,1.429,1.413,1.337,1.329,1.311,1.264,1.158,1.136,1.159,1.133,1.081,1.054,0.972,0.986,0.957,0.872,0.858,0.884
310.6,0.012,0.005,0.000,0.000,0.000,0.546,1.304,1.325,1.375,1.308,1.401,1.330,1.334,1.277,1.340,1.172,1.142,1.127,1.103,1.089,0.957,0.972,0.987,0.887,0.894,0.880,0.844
322.0,0.007,0.008,0.002,0.000,0.000,0.550,1.204,1.363,1.383,1.325,1.355,1.378,1.373,1.267,1.188,1.171,1.187,1.092,0.999,1.080,1.022,1.025,0.960,0.874,0.859,0.881,0.774
333.8,0.011,0.004,0.000,0.000,0.000,0.429,1.115,1.352,1.327,1.302,1.379,1.288,1.264,1.172,1.202,1.172,1.054,1.081,0.955,0.927,0.965,0.989,0.924,0.787,0.830,0.800,0.708
346.0,0.002,0.004,0.000,0.000,0.000,0.402,1.094,1.232,1.212,1.243,1.165,1.155,1.192,1.119,1.009,0.994,1.074,1.016,0.897,0.907,0.860,0.866,0.831,0.796,0.806,0.756,0.732
358.7,0.002,0.002,0.000,0.002,0.000,0.345,1.082,1.081,1.128,1.146,1.189,1.213,1.082,1.056,1.056,0.940,0.887,1.021,0.811,0.877,0.769,0.810,0.726,0.771,0.672,0.618,0.637
371.8,0.006,0.000,0.003,0.000,0.000,0.311,0.910,1.004,0.972,1.009,0.955,0.980,0.922,0.970,0.953,0.856,0.866,0.858,0.865,0.667,0.717,0.615,0.591,0.608,0.589,0.634,0.564
385.4,0.006,0.000,0.006,0.000,0.000,0.265,0.813,1.028,0.965,0.922,0.919,0.844,0.980,0.927,0.767,0.859,0.770,0.723,0.659,0.651,0.678,0.577,0.547,0.521,0.628,0.542,0.540
399.5,0.007,0.000,0.000,0.000,0.000,0.231,0.665,0.905,0.798,0.842,0.823,0.820,0.754,0.672,0.738,0.648,0.599,0.691,0.666,0.592,0.608,0.525,0.500,0.522,0.455,0.464,0.404
414.2,0.008,0.000,0.000,0.000,0.000,0.230,0.823,0.800,0.762,0.817,0.692,0.701,0.648,0.613,0.562,0.657,0.615,0.535,0.464,0.508,0.476,0.478,0.426,0.394,0.372,0.362,0.305
429.4,0.000,0.005,0.000,0.000,0.000,0.226,0.752,0.766,0.776,0.680,0.583,0.673,0.638,0.637,0.573,0.557,0.551,0.412,0.484,0.455,0.360,0.409,0.384,0.362,0.343,0.403,0.268
445.1,0.000,0.000,0.000,0.000,0.000,0.172,0.625,0.664,0.600,0.625,0.606,0.471,0.603,0.583,0.481,0.448,0.398,0.414,0.359,0.350,0.449,0.352,0.276,0.309,0.239,0.274,0.211
461.4,0.000,0.000,0.000,0.000,0.000,0.141,0.560,0.569,0.690,0.478,0.467,0.487,0.517,0.412,0.421,0.404,0.335,0.381,0.305,0.282,0.288,0.340,0.220,0.271,0.283,0.191,0.211
478.3,0.000,0.000,0.000,0.000,0.000,0.145,0.590,0.561,0.446,0.533,0.344,0.385,0.379,0.384,0.386,0.279,0.337,0.268,0.199,0.296,0.206,0.246,0.221,0.202,0.155,0.203,0.190
495.8,0.000,0.000,0.000,0.000,0.000,0.178,0.578,0.585,0.475,0.504,0.385,0.288,0.334,0.348,0.290,0.346,0.212,0.171,0.201,0.229,0.156,0.214,0.194,0.126,0.143,0.140,0.155
514.0,0.000,0.000,0.000,0.000,0.000,0.151,0.491,0.613,0.428,0.313,0.347,0.249,0.327,0.235,0.324,0.199,0.237,0.201,0.254,0.184,0.181,0.190,0.109,0.209,0.117,0.159,0.123
532.8,0.000,0.000,0.000,0.000,0.000,0.105,0.453,0.572,0.410,0.415,0.301,0.317,0.352,0.361,0.260,0.213,0.216,0.171,0.230,0.114,0.156,0.194,0.095,0.104,0.124,0.133,0.070
552.3,0.000,0.000,0.000,0.000,0.000,0.097,0.551,0.487,0.368,0.313,0.367,0.280,0.173,0.312,0.226,0.173,0.141,0.216,0.185,0.162,0.108,0.107,0.130,0.129,0.108,0.140,0.054
572.5,0.000,0.000,0.000,0.012,0.000,0.172,0.516,0.462,0.418,0.301,0.356,0.221,0.234,0.112,0.197,0.221,0.252,0.123,0.099,0.147,0.074,0.111,0.110,0.123,0.147,0.099,0.123
593.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
615.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
