Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Date,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022,7/6/2022
Start Time,13:00:00,13:03:00,13:06:00,13:09:00,13:12:00,13:15:00,13:18:00,13:21:00,13:24:00,13:27:00,13:30:00,13:33:00,13:36:00,13:39:00,13:41:59,13:45:00,13:48:00,13:51:00,13:54:00,13:57:00,14:00:00,14:03:00,14:06:00,14:09:00,14:12:00,14:15:00,14:18:00,14:21:00
Sample Temp (C),23.1,23.1,23.2,23.2,23.3,23.3,23.4,23.4,23.4,23.4,23.4,23.5,23.5,23.6,23.6,23.6,23.6,23.7,23.6,23.7,23.7,23.7,23.8,23.8,23.8,23.8,23.8,23.8
Sample Pressure (kPa),81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4,81.4
Relative Humidity (%),55.8,55.9,55.9,55.9,55.9,55.9,55.8,55.8,55.7,55.6,55.6,55.5,55.4,55.3,55.1,55.0,54.9,54.7,54.6,54.5,54.4,54.3,54.2,54.1,54.0,53.9,53.8,53.7
Mean Free Path (m),8.37889e-008,8.37889e-008,8.38249e-008,8.38249e-008,8.38608e-008,8.38608e-008,8.38968e-008,8.38968e-008,8.38968e-008,8.38968e-008,8.38968e-008,8.39328e-008,8.39328e-008,8.39687e-008,8.39687e-008,8.39687e-008,8.39687e-008,8.40047e-008,8.39687e-008,8.40047e-008,8.40047e-008,8.40047e-008,8.40407e-008,8.40407e-008,8.40407e-008,8.40407e-008,8.40407e-008,8.40407e-008
Gas Viscosity (Pa*s),1.83293e-005,1.83293e-005,1.83340e-005,1.83340e-005,1.83388e-005,1.83388e-005,1.83436e-005,1.83436e-005,1.83436e-005,1.83436e-005,1.83436e-005,1.83484e-005,1.83484e-005,1.83531e-005,1.83531e-005,1.83531e-005,1.83531e-005,1.83579e-005,1.83531e-005,1.83579e-005,1.83579e-005,1.83579e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005,1.83627e-005
Diameter Midpoint (nm)
201.7,0.001,0.000,0.001,0.000,0.000,0.000,0.556,1.600,1.454,1.107,0.850,0.633,0.497,0.373,0.290,0.218,0.150,0.120,0.093,0.065,0.049,0.042,0.037,0.026,0.024,0.015,0.012,0.009
209.1,0.001,0.000,0.000,0.001,0.000,0.001,0.635,1.650,1.479,1.131,0.895,0.664,0.510,0.390,0.294,0.207,0.161,0.105,0.097,0.077,0.053,0.043,0.036,0.034,0.017,0.021,0.013,0.009
216.7,0.001,0.003,0.001,0.000,0.001,0.000,0.682,1.671,1.576,1.185,0.959,0.715,0.521,0.415,0.317,0.239,0.173,0.119,0.105,0.077,0.067,0.042,0.023,0.035,0.020,0.018,0.013,0.012
224.7,0.002,0.002,0.000,0.001,0.001,0.000,0.796,1.764,1.579,1.257,0.985,0.723,0.559,0.443,0.331,0.242,0.188,0.141,0.112,0.078,0.060,0.039,0.033,0.032,0.029,0.025,0.013,0.014
232.9,0.000,0.000,0.000,0.001,0.001,0.000,0.812,1.878,1.701,1.309,0.996,0.751,0.561,0.440,0.329,0.263,0.189,0.147,0.109,0.088,0.064,0.049,0.034,0.025,0.026,0.018,0.019,0.012
241.4,0.000,0.001,0.000,0.000,0.000,0.001,0.863,1.953,1.763,1.372,1.017,0.788,0.595,0.482,0.342,0.289,0.201,0.129,0.123,0.090,0.066,0.051,0.042,0.024,0.021,0.024,0.016,0.008
250.3,0.001,0.003,0.001,0.001,0.001,0.001,0.892,1.970,1.705,1.352,1.118,0.796,0.640,0.471,0.343,0.273,0.208,0.153,0.122,0.079,0.060,0.049,0.046,0.027,0.032,0.026,0.015,0.014
259.5,0.001,0.003,0.003,0.001,0.001,0.000,0.913,1.941,1.783,1.398,1.074,0.815,0.629,0.514,0.355,0.271,0.218,0.158,0.144,0.084,0.084,0.057,0.060,0.036,0.030,0.022,0.014,0.007
269.0,0.002,0.002,0.000,0.001,0.000,0.002,0.923,2.041,1.811,1.474,1.139,0.819,0.686,0.453,0.372,0.273,0.208,0.185,0.131,0.104,0.076,0.054,0.043,0.034,0.035,0.019,0.027,0.019
278.8,0.000,0.000,0.000,0.001,0.001,0.000,0.889,2.080,1.758,1.440,1.118,0.883,0.661,0.488,0.354,0.292,0.217,0.167,0.107,0.100,0.068,0.071,0.043,0.032,0.035,0.016,0.021,0.025
289.0,0.000,0.000,0.000,0.000,0.000,0.000,0.895,2.112,1.808,1.505,1.045,0.869,0.611,0.509,0.357,0.278,0.237,0.176,0.130,0.094,0.073,0.055,0.066,0.034,0.032,0.024,0.006,0.013
299.6,0.003,0.003,0.000,0.000,0.000,0.001,0.927,2.003,1.778,1.374,1.183,0.817,0.628,0.480,0.411,0.274,0.213,0.184,0.117,0.085,0.075,0.062,0.046,0.035,0.021,0.024,0.011,0.009
310.6,0.002,0.002,0.000,0.000,0.000,0.000,0.899,1.990,1.779,1.497,1.134,0.835,0.616,0.522,0.388,0.274,0.215,0.151,0.132,0.091,0.075,0.051,0.041,0.036,0.038,0.025,0.012,0.013
322.0,0.000,0.000,0.000,0.000,0.000,0.000,0.878,1.917,1.730,1.407,1.111,0.835,0.730,0.423,0.365,0.268,0.224,0.170,0.152,0.117,0.089,0.058,0.047,0.036,0.033,0.021,0.026,0.012
333.8,0.002,0.000,0.000,0.000,0.002,0.000,0.805,1.785,1.685,1.343,1.044,0.832,0.643,0.464,0.316,0.259,0.251,0.166,0.134,0.128,0.071,0.064,0.049,0.035,0.036,0.017,0.025,0.012
346.0,0.002,0.000,0.000,0.000,0.000,0.000,0.787,1.827,1.641,1.361,1.043,0.794,0.608,0.434,0.314,0.243,0.213,0.149,0.121,0.067,0.084,0.046,0.024,0.039,0.024,0.017,0.023,0.007
358.7,0.000,0.000,0.000,0.000,0.000,0.000,0.804,1.888,1.703,1.146,1.054,0.730,0.602,0.433,0.314,0.254,0.232,0.180,0.118,0.095,0.077,0.031,0.052,0.044,0.035,0.029,0.020,0.015
371.8,0.000,0.000,0.000,0.000,0.000,0.003,0.632,1.684,1.503,1.240,0.866,0.706,0.589,0.407,0.310,0.264,0.160,0.148,0.119,0.108,0.074,0.044,0.048,0.022,0.020,0.022,0.007,0.000
385.4,0.000,0.000,0.000,0.000,0.000,0.000,0.714,1.466,1.362,1.081,0.949,0.704,0.536,0.332,0.295,0.195,0.152,0.136,0.091,0.082,0.072,0.040,0.050,0.035,0.016,0.035,0.021,0.000
399.5,0.000,0.000,0.000,0.000,0.000,0.000,0.562,1.366,1.368,1.115,0.870,0.589,0.538,0.311,0.228,0.199,0.160,0.132,0.079,0.076,0.055,0.032,0.041,0.036,0.018,0.014,0.021,0.007
414.2,0.000,0.000,0.000,0.000,0.000,0.000,0.595,1.365,1.266,1.012,0.694,0.606,0.480,0.379,0.280,0.195,0.151,0.130,0.103,0.107,0.055,0.059,0.039,0.011,0.020,0.009,0.008,0.009
429.4,0.000,0.000,0.000,0.000,0.000,0.000,0.514,1.412,1.277,1.129,0.763,0.618,0.349,0.309,0.237,0.162,0.116,0.093,0.076,0.057,0.050,0.049,0.023,0.014,0.009,0.013,0.004,0.017
445.1,0.000,0.000,0.000,0.000,0.000,0.000,0.550,1.203,1.262,0.894,0.750,0.649,0.353,0.317,0.280,0.131,0.150,0.105,0.072,0.072,0.026,0.026,0.021,0.021,0.041,0.016,0.006,0.005
461.4,0.000,0.000,0.006,0.000,0.000,0.000,0.466,1.315,1.131,0.922,0.649,0.532,0.359,0.253,0.182,0.157,0.124,0.134,0.053,0.018,0.041,0.041,0.006,0.029,0.012,0.023,0.006,0.006
478.3,0.000,0.000,0.000,0.000,0.000,0.000,0.383,0.998,1.012,0.853,0.625,0.517,0.287,0.213,0.267,0.120,0.152,0.078,0.047,0.060,0.033,0.033,0.007,0.013,0.007,0.007,0.000,0.007
495.8,0.000,0.000,0.000,0.000,0.000,0.000,0.298,0.933,0.949,0.757,0.677,0.406,0.391,0.188,0.141,0.083,0.082,0.085,0.030,0.067,0.053,0.007,0.007,0.000,0.000,0.007,0.030,0.022
514.0,0.000,0.000,0.000,0.000,0.000,0.000,0.303,1.037,0.979,0.635,0.483,0.443,0.307,0.239,0.194,0.136,0.068,0.034,0.051,0.085,0.009,0.034,0.026,0.000,0.026,0.017,0.026,0.000
532.8,0.000,0.000,0.000,0.000,0.000,0.000,0.284,1.001,0.864,0.639,0.573,0.376,0.319,0.144,0.158,0.135,0.039,0.106,0.019,0.019,0.029,0.010,0.029,0.019,0.010,0.000,0.000,0.000
552.3,0.000,0.000,0.000,0.000,0.000,0.000,0.240,1.004,0.811,0.761,0.508,0.350,0.209,0.221,0.166,0.033,0.066,0.044,0.011,0.033,0.044,0.022,0.022,0.000,0.011,0.000,0.011,0.000
572.5,0.000,0.000,0.000,0.000,0.000,0.000,0.329,0.827,0.868,0.611,0.574,0.328,0.224,0.056,0.112,0.100,0.050,0.062,0.025,0.012,0.025,0.012,0.012,0.012,0.025,0.000,0.000,0.012
593.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
615.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
637.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
661.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
685.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
710.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
736.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.877,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.876,0.875,0.876,0.876,0.875,0.876,0.876,0.876,0.876,0.876,0.876,0.876
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),10.30,10.30,10.30,10.30,10.30,10.30,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29
High Voltage (V),9746.95,9746.95,9748.67,9748.67,9750.39,9750.39,9752.10,9752.10,9752.10,9752.81,9752.81,9754.53,9754.53,9756.24,9756.24,9756.24,9756.24,9757.60,9756.24,9757.60,9757.60,9757.95,9759.31,9759.31,9759.31,9759.31,9759.31,9759.31
Lower Size (nm), 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4
Upper Size (nm),749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9
Density (g/cm³),1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
td + 0.5 (s),1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
tf (s),6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40,6.40
D50 (nm),564.4,564.4,564.5,564.5,564.5,564.5,564.6,564.6,565.3,565.3,565.3,565.4,565.4,565.4,565.4,565.4,565.0,565.4,565.0,565.1,565.4,565.1,565.1,565.1,565.1,565.1,565.1,565.1
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),194.835,216.626,197.300,187.989,206.556,205.126,275.313,255.544,256.672,260.180,261.921,262.833,262.511,258.242,263.866,259.992,266.601,274.120,263.822,275.911,274.008,270.098,273.376,268.332,277.439,270.658,275.377,268.681
Mean (nm),206.329,208.221,245.528,188.114,203.651,219.085,288.393,270.200,271.701,273.899,275.875,276.014,274.547,270.681,277.319,272.798,275.965,284.194,272.621,285.963,284.959,280.240,283.265,276.806,291.442,281.401,292.095,282.089
Geo. Mean (nm),189.058,196.148,214.530,178.496,190.033,198.839,265.974,238.154,238.965,241.925,244.225,245.046,244.753,242.295,247.914,245.305,249.026,256.201,247.922,258.971,258.299,254.041,257.891,253.053,265.351,258.242,265.608,255.126
Mode (nm),299.614,259.455,461.384,224.679,333.762,371.803,299.614,289.026,268.960,289.026,299.614,278.813,321.968,310.590,299.614,278.813,333.762,268.960,321.968,333.762,321.968,278.813,289.026,358.664,445.079,385.423,495.807,278.813
Geo. Std. Dev.,1.554,1.448,1.690,1.409,1.477,1.582,1.520,1.713,1.724,1.708,1.698,1.687,1.671,1.654,1.658,1.635,1.625,1.629,1.596,1.611,1.605,1.602,1.586,1.571,1.582,1.556,1.587,1.602
Total Conc. (µg/m³),3.683175e-002,3.221381e-002,2.485572e-002,1.661181e-002,1.744988e-002,1.701438e-002,2.525544e+001,7.010534e+001,6.356993e+001,4.959885e+001,3.823103e+001,2.871275e+001,2.167704e+001,1.580049e+001,1.210880e+001,8.896141e+000,6.856784e+000,5.253763e+000,3.851430e+000,3.101939e+000,2.354101e+000,1.735382e+000,1.403074e+000,1.048661e+000,9.074748e-001,6.856936e-001,5.598062e-001,4.044613e-001
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab,vancelab
Sample ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Errors,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan,Normal Scan
Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
