Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220713\VL_CU_APS_CADR_Smoke_Background_SCAN1.A21
Sample Time,155
Density,1
Stokes Correction,off
Lower Channel Bound,0.486968
Upper Channel Bound,20.5353
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Date,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22
Start Time,12:45:00,12:48:01,12:51:00,12:54:00,12:57:00,13:00:00,13:03:00,13:06:00,13:09:00,13:12:00,13:15:00,13:18:00,13:21:00,13:24:00,13:27:00,13:30:00,13:33:00,13:36:00,13:39:00,13:42:00,13:45:00,13:48:00,13:51:00,13:54:00,13:57:00,14:00:00
Aerodynamic Diameter,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM
<0.523,1.04655e-005,5.84215e-006,3.28621e-006,1.9885e-006,1.14968e-006,0.00456898,0.0150352,0.0153523,0.0142398,0.0134506,0.0144675,0.0121469,0.0132484,0.01277,0.0122909,0.0117653,0.0113501,0.0109214,0.0106055,0.0102705,0.00990959,0.00963,0.00924121,0.00902388,0.00867076,0.00842026
0.542,5.77626e-006,3.55911e-006,1.57534e-006,9.62711e-007,7.00153e-007,0.00261096,0.00864077,0.00897634,0.0083458,0.00776283,0.00771067,0.00691168,0.00693942,0.00659308,0.00628323,0.0060504,0.00577165,0.00553588,0.00530535,0.00502777,0.00486475,0.00462437,0.00449974,0.00426921,0.00417656,0.00396185
0.583,5.43029e-006,3.22197e-006,1.55668e-006,7.96443e-007,6.87837e-007,0.0026389,0.00894402,0.00936037,0.00872177,0.00801826,0.00777259,0.00708573,0.00693774,0.00655425,0.00622815,0.00598737,0.0056811,0.00546877,0.00516674,0.00494805,0.00472305,0.0045075,0.00437106,0.00410121,0.00399195,0.0038201
0.626,5.70539e-006,1.97667e-006,1.21296e-006,8.53563e-007,9.88336e-007,0.0024238,0.00838944,0.00882885,0.00815993,0.00751054,0.00710595,0.00657787,0.00630747,0.00597804,0.0056301,0.00542354,0.0051433,0.00492977,0.00463116,0.00443704,0.00426188,0.00401453,0.00388717,0.00364673,0.00356964,0.00337562
0.673,5.24034e-006,2.56442e-006,1.5052e-006,7.80477e-007,2.78742e-007,0.00207718,0.00736185,0.00776825,0.00716767,0.00659441,0.00612981,0.00574553,0.00543424,0.00511987,0.0048404,0.00466686,0.00441666,0.00421296,0.00398662,0.00376803,0.0036121,0.00343817,0.00331056,0.00311906,0.00305947,0.00284539
0.723,3.32065e-006,1.79869e-006,1.10688e-006,6.91802e-007,4.15081e-007,0.00177509,0.0063174,0.00664559,0.00610446,0.00560719,0.0052038,0.00492798,0.00459945,0.00433829,0.00407381,0.00389457,0.00372362,0.0035477,0.00333677,0.00318222,0.003022,0.00286517,0.00280865,0.00260512,0.00253144,0.002389
0.777,3.51978e-006,2.3179e-006,8.58483e-007,6.00938e-007,2.57545e-007,0.0015008,0.00539248,0.00570153,0.0052322,0.00481738,0.00445304,0.00415506,0.00393864,0.00367663,0.00345222,0.00336019,0.00316823,0.00303697,0.00284278,0.00271418,0.00258103,0.00244161,0.00235139,0.0021851,0.00213342,0.00205693
0.835,2.23718e-006,1.17186e-006,8.5226e-007,4.2613e-007,7.45727e-007,0.00127498,0.0045989,0.00485905,0.00448065,0.00408999,0.00377668,0.00353816,0.00333745,0.00316007,0.0029632,0.00281043,0.00265766,0.0025653,0.00239357,0.00227521,0.00217007,0.00202955,0.00196286,0.0018429,0.00178165,0.00169131
0.898,2.1152e-006,3.966e-007,2.644e-007,9.25401e-007,1.322e-007,0.0010814,0.00403224,0.00419326,0.00383803,0.00353067,0.00326719,0.00307022,0.00286597,0.00270323,0.00254961,0.00240194,0.00227292,0.00214878,0.0020101,0.00192959,0.00183348,0.00172072,0.00167141,0.00158587,0.00152109,0.00141956
