Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220713\VL_CU_APS_CADR_Smoke_Background_SCAN2.A21
Sample Time,155
Density,1
Stokes Correction,off
Lower Channel Bound,0.486968
Upper Channel Bound,20.5353
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Date,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22
Start Time,14:10:01,14:13:00,14:16:00,14:19:00,14:22:00,14:25:00,14:28:00,14:31:00,14:34:00,14:37:00,14:40:00,14:43:00,14:46:00,14:49:01,14:52:01,14:55:00,14:58:00,15:01:00,15:04:00,15:07:00,15:10:00,15:13:00,15:16:00,15:19:00,15:22:00,15:25:00
Aerodynamic Diameter,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM
13.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Event 1,29710,13377,6238,3033,1506,165575,761527,696823,642845,602591,568601,539691,512199,489588,469084,449412,431694,413927,398338,383398,369121,356628,345370,332923,322189,311739
Event 3,44,12,1,0,0,4384,48258,39059,32235,27662,24140,21443,19063,16969,15397,13849,12808,11471,10569,9646,8896,8170,7622,7067,6580,6034
Event 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Time,169,74,34,16,8,1158,5822,5218,4734,4368,4078,3841,3607,3415,3246,3091,2951,2808,2684,2571,2462,2358,2268,2183,2094,2013
Inlet Pressure,829.9,829.6,829.3,830.2,830.2,829.9,829.6,829.3,829.3,829.3,829.6,829.6,829.9,829.9,829.6,829.1,829.3,829.9,828.8,828.8,829.3,829.9,829.3,829.9,829.3,829.3
Total Flow,4.97,4.96,4.97,4.96,4.97,4.96,4.97,4.96,4.96,4.96,4.96,4.96,4.96,4.97,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.97,4.96,4.97
Sheath Flow,3.99,3.99,3.96,3.98,3.97,3.98,3.98,3.96,3.95,3.98,3.98,3.99,3.97,3.97,3.97,3.97,3.97,3.96,3.97,3.98,3.95,3.99,3.98,3.98,3.96,3.97
Analog Input Voltage 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analog Input Voltage 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Input Level 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laser Power,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
Laser Current,41.9,41.9,41.9,41.9,41.9,41.9,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
Sheath Pump Voltage,2.767,2.76,2.781,2.781,2.779,2.768,2.777,2.766,2.763,2.765,2.775,2.766,2.779,2.774,2.772,2.763,2.765,2.774,2.772,2.759,2.762,2.777,2.766,2.786,2.766,2.768
Total Pump Voltage,2.879,2.881,2.879,2.877,2.876,2.882,2.879,2.885,2.883,2.882,2.881,2.879,2.882,2.877,2.882,2.882,2.88,2.881,2.88,2.882,2.88,2.877,2.882,2.876,2.881,2.876
Box Temperature,31.3,31.4,31.6,31.6,31.7,31.7,31.7,31.4,31.4,31.4,31.4,31.6,31.6,31.4,31.6,31.6,31.6,31.4,31.6,31.7,31.6,31.6,31.6,31.6,31.7,31.7
Avalanch Photo Diode Temperature,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5
Avalanch Photo Diode Voltage,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
Status Flags,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000,0000 0000 0000 0000
Median(µm),0.687561,0.676466,0.66328,0.65029,0.677491,0.80821,0.828508,0.810224,0.804967,0.79946,0.791033,0.789281,0.782486,0.771728,0.771607,0.763034,0.766664,0.752511,0.757646,0.749724,0.744579,0.741617,0.745494,0.741324,0.740804,0.739911
Mean(µm),0.873255,0.762758,0.742062,0.71858,0.795195,1.07128,1.24138,1.16111,1.17949,1.14812,1.09271,1.1354,1.10214,1.00828,1.06329,0.996382,1.10564,0.956569,1.06511,1.02157,0.932158,0.913167,1.02852,1.00476,1.04601,1.10547
Geo. Mean(µm),0.773444,0.729169,0.713509,0.692607,0.752224,0.921072,0.986619,0.950534,0.951453,0.939954,0.916371,0.924023,0.910885,0.875976,0.888757,0.866355,0.894968,0.847938,0.878695,0.859981,0.834381,0.827397,0.858006,0.851118,0.860958,0.871903
Mode(µm),0.542469,0.542469,0.542469,0.542469,0.582942,0.582942,0.582942,0.582942,0.582942,0.582942,0.582942,0.582942,0.582942,0.582942,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469,0.542469
Geo. Std. Dev.,1.50783,1.32665,1.30327,1.28644,1.37196,1.62271,1.79075,1.7213,1.74448,1.71996,1.66528,1.7123,1.68537,1.58301,1.64931,1.57781,1.69989,1.53556,1.66731,1.62145,1.5126,1.49069,1.63568,1.61546,1.6661,1.73437
Total Conc.(mg/m³),0.00106223,0.000451142,0.000201723,8.96565e-005,5.03756e-005,0.010579,0.0544894,0.0475533,0.0427287,0.038741,0.0352328,0.032854,0.0303384,0.0282012,0.0264043,0.0244575,0.0233612,0.0218154,0.0209287,0.0195967,0.0184552,0.0174593,0.0167149,0.0157952,0.0152134,0.0145671
