Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220713\VL_CU_APS_CADR_Smoke_Background_SCAN3.A21
Sample Time,155
Density,1
Stokes Correction,off
Lower Channel Bound,0.486968
Upper Channel Bound,20.5353
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Date,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22,07/13/22
Start Time,15:40:00,15:43:00,15:46:01,15:49:00,15:52:00,15:55:00,15:58:00,16:01:00,16:04:00,16:07:00,16:10:00,16:13:00,16:16:00,16:19:00,16:22:01,16:25:00,16:28:00,16:31:00,16:34:00,16:37:00,16:40:00,16:43:01,16:46:00,16:49:00,16:52:00,16:55:00
Aerodynamic Diameter,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM
<0.523,1.72551e-005,8.73855e-006,4.50497e-006,2.53127e-006,1.49508e-006,0.00330564,0.0117921,0.0115723,0.010652,0.0100449,0.00952633,0.00900019,0.00858738,0.00823739,0.00790086,0.00758045,0.00732098,0.00698276,0.00676314,0.00654252,0.00629207,0.00613312,0.00587342,0.00568251,0.00552127,0.00531853
0.542,7.32244e-006,3.88002e-006,1.98377e-006,1.13775e-006,5.54288e-007,0.00139441,0.00567711,0.00547111,0.00503661,0.00464779,0.00432776,0.00413405,0.00390452,0.0036726,0.00349426,0.00333247,0.00316312,0.00305964,0.00290272,0.00276817,0.0026588,0.00251466,0.00244619,0.00233982,0.00223521,0.00215942
0.583,6.95077e-006,3.11337e-006,1.8825e-006,8.68847e-007,5.06827e-007,0.00133017,0.00562629,0.00538522,0.00497668,0.00454693,0.00422506,0.00404082,0.00382673,0.00359807,0.00338944,0.0032332,0.00304353,0.00293609,0.00278165,0.00264477,0.00254876,0.00238278,0.00232391,0.00222074,0.00212379,0.00203763
0.626,5.5257e-006,3.23455e-006,2.0216e-006,5.84017e-007,4.94168e-007,0.00118978,0.005238,0.00503813,0.00462451,0.00422042,0.00390155,0.00372913,0.00354871,0.00333864,0.00312804,0.00297839,0.00278549,0.00269447,0.00256747,0.00242551,0.00233926,0.00218355,0.00212254,0.00203242,0.00191773,0.00186184
0.673,5.18459e-006,2.62017e-006,1.39371e-006,5.01735e-007,4.45987e-007,0.00104121,0.00474998,0.00456361,0.00422628,0.0038579,0.00356466,0.0033866,0.00321528,0.00299335,0.00280124,0.00268735,0.00251096,0.00243453,0.00228596,0.0021772,0.00209285,0.00193792,0.00188708,0.00181087,0.00172825,0.00165071
0.723,4.70425e-006,1.79869e-006,8.99343e-007,6.22622e-007,4.15081e-007,0.000936631,0.00422975,0.0040844,0.00375517,0.00343189,0.00317703,0.00301951,0.00285721,0.002677,0.00249505,0.00236894,0.00221965,0.00213462,0.00201404,0.00193435,0.00185265,0.00172376,0.001666,0.00157302,0.00152051,0.00144469
0.777,3.09054e-006,1.45942e-006,6.00938e-007,4.29242e-007,8.58483e-008,0.000826118,0.00376205,0.00368186,0.00333692,0.0030853,0.00283128,0.002708,0.00255304,0.00237259,0.00222828,0.00213676,0.00199863,0.0019333,0.00180144,0.00172933,0.00166297,0.00152578,0.00148415,0.00140431,0.00135074,0.00128627
