Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220726\VL_CU_APS_CADR_20220726_SmokeOreck_Trial1.A21
Sample Time,155
Density,1
Stokes Correction,off
Lower Channel Bound,0.486968
Upper Channel Bound,20.5353
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
Date,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22,07/26/22
Start Time,11:15:00,11:18:01,11:21:00,11:24:00,11:27:00,11:30:00,11:33:00,11:36:00,11:39:00,11:42:00,11:45:00,11:48:00,11:51:00,11:54:00,11:57:00,12:00:00,12:03:00,12:06:00,12:09:00,12:12:00,12:15:00,12:18:00,12:21:00,12:24:00,12:27:00,12:30:00,12:33:00
Aerodynamic Diameter,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM
<0.523,2.47699e-006,1.27304e-006,6.90794e-007,5.72372e-007,4.09542e-007,0.00451691,0.00506606,0.00264567,0.00142169,0.000758729,0.000417827,0.00023411,0.00017108,9.59464e-005,5.65908e-005,3.29213e-005,1.97419e-005,1.25034e-005,7.60367e-006,4.80102e-006,3.17272e-006,2.37831e-006,1.78126e-006,1.39639e-006,1.0954e-006,8.88164e-007,8.58559e-007
0.542,1.05023e-006,5.54288e-007,3.50077e-007,2.04211e-007,2.33384e-007,0.000899084,0.00103839,0.000548716,0.000293627,0.000164069,8.749e-005,4.7202e-005,3.29947e-005,1.88166e-005,1.08815e-005,6.65146e-006,4.1134e-006,2.21715e-006,1.77956e-006,7.87672e-007,7.00153e-007,5.54288e-007,5.54288e-007,3.20904e-007,2.91731e-007,3.7925e-007,2.62557e-007
0.583,1.33947e-006,5.79231e-007,3.25817e-007,2.17212e-007,4.34423e-007,0.000713613,0.000843252,0.000431962,0.000228398,0.000129277,7.06662e-005,3.77948e-005,2.45449e-005,1.51686e-005,9.01428e-006,4.77866e-006,3.47539e-006,1.9549e-006,1.41188e-006,1.04986e-006,6.15433e-007,6.87837e-007,6.15433e-007,4.70625e-007,5.06827e-007,2.17212e-007,4.70625e-007
0.626,7.1879e-007,4.94168e-007,2.69546e-007,2.24622e-007,1.34773e-007,0.000527502,0.00062346,0.000310248,0.000167029,8.93096e-005,5.0495e-005,2.68198e-005,1.7206e-005,9.65874e-006,6.6488e-006,3.63887e-006,2.29114e-006,1.34773e-006,1.12311e-006,8.08638e-007,3.59395e-007,5.39092e-007,4.94168e-007,3.59395e-007,1.34773e-007,3.1447e-007,3.1447e-007
0.673,4.45987e-007,3.90238e-007,2.78742e-007,2.78742e-007,1.67245e-007,0.000367493,0.000425917,0.000209948,0.000115789,6.5337e-005,3.17208e-005,1.99022e-005,1.19859e-005,6.52255e-006,4.51561e-006,2.67592e-006,1.95119e-006,1.11497e-006,7.80477e-007,5.57483e-007,2.22993e-007,2.78742e-007,2.22993e-007,4.45987e-007,1.11497e-007,1.67245e-007,4.45987e-007
0.723,4.84261e-007,4.84261e-007,2.07541e-007,2.07541e-007,0,0.000261985,0.000301695,0.000149153,7.70667e-005,4.42061e-005,2.50432e-005,1.39052e-005,8.0249e-006,5.2577e-006,3.45901e-006,1.79869e-006,1.59114e-006,6.91802e-007,4.84261e-007,4.84261e-007,3.45901e-007,1.3836e-007,2.07541e-007,2.76721e-007,2.07541e-007,2.76721e-007,1.3836e-007
0.777,2.57545e-007,2.57545e-007,8.58483e-008,8.58483e-008,8.58483e-008,0.000198739,0.000218999,0.000108942,5.37411e-005,2.91026e-005,1.75989e-005,8.84238e-006,6.69617e-006,3.69148e-006,1.37357e-006,1.03018e-006,7.72635e-007,1.03018e-006,1.71697e-007,2.57545e-007,8.58483e-008,0,1.71697e-007,8.58483e-008,4.29242e-007,0,2.57545e-007
