Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Date,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022,7/12/2022
Start Time,11:25:00,11:28:01,11:31:00,11:34:00,11:37:00,11:40:00,11:43:00,11:46:00,11:49:00,11:52:00,11:55:00,11:58:00,12:01:00,12:04:00,12:07:00,12:10:00,12:13:00,12:16:00,12:19:00,12:22:00,12:24:59,12:28:00,12:31:00,12:34:00,12:37:00,12:40:00
Sample Temp (C),20.3,20.5,20.7,20.9,21.0,21.2,21.3,21.5,21.6,21.7,21.8,21.9,22.0,22.1,22.2,22.3,22.3,22.4,22.5,22.5,22.6,22.7,22.8,22.8,22.9,22.9
Sample Pressure (kPa),81.7,81.7,81.7,81.6,81.7,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6
Relative Humidity (%),60.7,61.2,61.4,61.6,61.7,61.7,61.6,61.5,61.4,61.3,61.1,60.9,60.7,60.5,60.4,60.2,59.9,59.8,59.6,59.4,59.2,59.1,58.9,58.7,58.6,58.4
Mean Free Path (m),8.24786e-008,8.25502e-008,8.26217e-008,8.27947e-008,8.27291e-008,8.29022e-008,8.29381e-008,8.30098e-008,8.30456e-008,8.30815e-008,8.31173e-008,8.31532e-008,8.31890e-008,8.32249e-008,8.32607e-008,8.32966e-008,8.32966e-008,8.33325e-008,8.33683e-008,8.33683e-008,8.34042e-008,8.34401e-008,8.34759e-008,8.34759e-008,8.35118e-008,8.35118e-008
Gas Viscosity (Pa*s),1.81953e-005,1.82049e-005,1.82145e-005,1.82241e-005,1.82289e-005,1.82384e-005,1.82432e-005,1.82528e-005,1.82576e-005,1.82624e-005,1.82672e-005,1.82719e-005,1.82767e-005,1.82815e-005,1.82863e-005,1.82911e-005,1.82911e-005,1.82958e-005,1.83006e-005,1.83006e-005,1.83054e-005,1.83102e-005,1.83149e-005,1.83149e-005,1.83197e-005,1.83197e-005
Diameter Midpoint (nm)
145.9,0.002,0.001,0.001,0.001,0.001,0.352,1.195,0.814,0.510,0.298,0.182,0.097,0.061,0.041,0.022,0.018,0.011,0.008,0.005,0.002,0.003,0.003,0.002,0.000,0.002,0.001
151.2,0.003,0.001,0.002,0.001,0.000,0.362,1.255,0.885,0.532,0.301,0.201,0.110,0.072,0.045,0.026,0.017,0.012,0.008,0.005,0.002,0.002,0.002,0.002,0.001,0.002,0.001
156.8,0.005,0.001,0.001,0.000,0.000,0.402,1.410,0.949,0.550,0.333,0.198,0.116,0.081,0.050,0.035,0.016,0.013,0.009,0.007,0.004,0.003,0.001,0.002,0.001,0.002,0.002
162.5,0.004,0.003,0.002,0.001,0.000,0.464,1.481,1.009,0.614,0.357,0.218,0.130,0.077,0.053,0.028,0.020,0.010,0.010,0.007,0.004,0.003,0.002,0.002,0.002,0.001,0.001
168.5,0.004,0.004,0.001,0.001,0.001,0.596,1.567,1.131,0.650,0.382,0.237,0.141,0.081,0.054,0.033,0.021,0.014,0.007,0.005,0.003,0.003,0.003,0.002,0.002,0.003,0.001
174.7,0.006,0.002,0.002,0.000,0.002,0.695,1.744,1.164,0.684,0.418,0.241,0.145,0.085,0.056,0.034,0.023,0.016,0.009,0.006,0.002,0.004,0.001,0.003,0.002,0.001,0.001
181.1,0.008,0.003,0.000,0.002,0.001,0.800,1.910,1.262,0.752,0.423,0.255,0.146,0.099,0.053,0.035,0.026,0.015,0.010,0.007,0.004,0.007,0.004,0.004,0.003,0.002,0.001
187.7,0.007,0.004,0.003,0.001,0.001,0.862,1.989,1.332,0.812,0.447,0.271,0.180,0.091,0.062,0.044,0.024,0.017,0.011,0.009,0.006,0.004,0.004,0.003,0.004,0.002,0.001
194.6,0.005,0.004,0.003,0.002,0.002,0.978,2.140,1.446,0.820,0.481,0.291,0.172,0.099,0.067,0.043,0.029,0.017,0.012,0.006,0.004,0.004,0.003,0.003,0.002,0.002,0.003
201.7,0.004,0.004,0.002,0.002,0.001,1.065,2.217,1.521,0.886,0.502,0.299,0.185,0.110,0.075,0.052,0.033,0.018,0.011,0.008,0.006,0.005,0.004,0.002,0.003,0.003,0.003
209.1,0.007,0.002,0.003,0.002,0.002,1.140,2.428,1.570,0.902,0.529,0.331,0.196,0.122,0.075,0.049,0.031,0.019,0.009,0.010,0.009,0.007,0.007,0.003,0.003,0.002,0.003
