Sample File,C:\Users\VanceLab\Desktop\VL_CU_SMPS_APS_CADR_20220712\VL_CU_APS_CADR_oreck_SCAN1.A21
Sample Time,155
Density,1
Stokes Correction,off
Lower Channel Bound,0.486968
Upper Channel Bound,20.5353
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
Date,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22,07/12/22
Start Time,11:25:01,11:28:00,11:31:00,11:34:00,11:37:00,11:40:00,11:43:00,11:46:00,11:49:01,11:52:00,11:55:00,11:58:00,12:01:00,12:04:00,12:07:00,12:10:00,12:13:00,12:16:00,12:19:00,12:22:00,12:25:00,12:28:00,12:31:00,12:34:01,12:37:00,12:40:00
Aerodynamic Diameter,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM,dM
<0.523,1.47255e-006,8.51446e-007,4.44233e-007,3.49627e-007,3.7842e-007,0.00114301,0.00293003,0.00205972,0.0012122,0.000691246,0.000395383,0.000229808,0.000133422,7.86168e-005,5.02188e-005,2.95703e-005,1.80161e-005,1.11963e-005,6.98844e-006,4.13794e-006,2.75589e-006,1.96614e-006,1.48489e-006,1.0859e-006,9.54277e-007,7.40388e-007
0.542,6.80935e-007,2.6751e-007,2.18872e-007,2.18872e-007,2.18872e-007,0.00130822,0.00318481,0.00220659,0.00127461,0.000696499,0.000388498,0.00021717,0.000120404,6.82638e-005,4.64252e-005,2.62403e-005,1.50292e-005,9.43582e-006,5.44748e-006,3.11285e-006,1.89689e-006,1.6537e-006,1.43483e-006,7.78212e-007,4.86382e-007,5.5934e-007
0.583,9.95891e-007,4.82856e-007,2.41428e-007,1.50893e-007,1.50893e-007,0.0021514,0.00537908,0.00375635,0.00218507,0.00123092,0.000699266,0.000399654,0.000227395,0.00013019,8.27495e-005,4.84667e-005,2.84583e-005,1.67491e-005,9.41569e-006,5.40195e-006,3.13856e-006,2.62553e-006,1.90125e-006,1.47875e-006,1.14678e-006,8.75177e-007
0.626,6.36644e-007,4.11946e-007,3.37047e-007,1.12349e-007,7.48993e-008,0.00303353,0.00778031,0.005503,0.00324786,0.00187514,0.00107113,0.000622301,0.000358992,0.000214362,0.000131823,8.04044e-005,4.7224e-005,2.85741e-005,1.75639e-005,9.81181e-006,6.66604e-006,4.26926e-006,3.10832e-006,1.87248e-006,1.27329e-006,1.01114e-006
0.673,4.64727e-007,2.78836e-007,9.29454e-008,1.85891e-007,4.18254e-007,0.00379496,0.00997355,0.00712807,0.00424616,0.0025032,0.00145613,0.000862347,0.000504368,0.000293429,0.000183242,0.000108281,6.85937e-005,4.41026e-005,2.3887e-005,1.64049e-005,9.61985e-006,6.13439e-006,3.90371e-006,2.97425e-006,2.23069e-006,1.62654e-006
0.723,2.88349e-007,1.73009e-007,4.03688e-007,5.76697e-008,5.76697e-008,0.0043649,0.0116586,0.00840075,0.00505031,0.00300378,0.00177905,0.00104642,0.000620814,0.000377737,0.000228603,0.000131948,8.41401e-005,4.91923e-005,3.08533e-005,1.9377e-005,1.34947e-005,7.55473e-006,4.61358e-006,3.69086e-006,2.65281e-006,2.07611e-006
0.777,1.43129e-007,5.00952e-007,1.43129e-007,1.43129e-007,0,0.00500902,0.0133452,0.00962128,0.0057613,0.00342222,0.00203823,0.00118711,0.000718794,0.00042359,0.000250691,0.000156583,9.70415e-005,5.62497e-005,3.34206e-005,2.17556e-005,1.35973e-005,9.08869e-006,5.08108e-006,3.36353e-006,3.36353e-006,2.36163e-006
